SKU,Item Name,Category,Subcategory,Measure Type,Base UOM,Reporting UOM,Inventory UOM,Cost Account,Inventory Account
"UF53085","Green Olive, Sliced 1gal","grocery","","Volume","oz","oz","gal","5000","1400"
"UF55075","Cornstarch 1lb","grocery","","Volume","oz","oz","lb","5000","1400"
"UNI15","Uni, Japan 1Tray","seafood","","Each","ea","ea","tray","5000","1400"
"UNI50","Uni, Santa Barbara 1Tray","seafood","","Each","ea","ea","tray","5000","1400"
"USHIR2023","Hirsch Vineyards, 'The Bohan Dillon', Pinot Noir 2023 750ml","wine","","Each","ea","ea","ea","5000","1400"
"VGS3001120","Vega Sicilia, 'Alion', Ribera del Duero 2020 750ml","wine","","Each","ea","ea","ea","5000","1400"
"VN053060","Rice Bran Oil - Food 35lb","grocery","","Volume","oz","oz","lb","5000","1400"
"VN100010","Sherry Vinegar 25fl.oz","grocery","","Volume","oz","oz","fl","5000","1400"
"VN150474","Pineapple Ring Dehydrated 5lb","beverage","","Volume","oz","oz","lb","5000","1400"
"VN160161","Peanut, Blanched 1lb","grocery","","Volume","oz","oz","lb","5000","1400"
"VN160977","Pistachio Raw 1lb","grocery","","Volume","oz","oz","lb","5000","1400"
"VN170165","Gluten Free Crackers 4.4oz","grocery","","Volume","oz","oz","oz","5000","1400"
"VN185719","Semolina Flour 1lb","grocery","","Volume","oz","oz","lb","5000","1400"
"VN235979","Cookie Drops, Guittard 1each","grocery","","Each","ea","ea","each","5000","1400"
"VTT4401122","Vietti, 'Scarrone', Barbera d'Alba 2022 750ml","wine","","Each","ea","ea","ea","5000","1400"
"wak04","Seaweed Fresh, Wakameg 1lb","produce","","Volume","oz","oz","lb","5000","1400"
