Vendor Item Number,Vendor,Item,Purchase U of M,Vendor Item Name,Each Amt,Contract Price,Acceptable Variance %,Primary,Contract Expiration
"222371","","IT222371","Bottle","Giffard Orgeat 1L",33.814,,,Y,
"222707","","IT222707","Bottle","Veuve Clicquot, Brut Champagne 3L",1,,,Y,
"","","IT222707","Bottle","Veuve Clicquot, Brut Champagne 3L",1,,,N,
"22444","","IT22444","Each","Pea Tendrils 1lb",16,,,Y,
"22472","","IT22472","Case","Olive Stuffed With Pepper 1lb",3,,,Y,
"22559","","IT22559","Bottle","Saffron 1oz",1,,,Y,
"22855","","IT22855","Case","MZKN MUSTARD & SHOYU DRS 32oz",192,,,Y,
"23152505","","IT23152505","Case","Rock Shrimp 1lb",5,,,Y,
"23158018","","IT23158018","Case","Lobster Meat, Frozen 1lb",4,,,Y,
"231773","","IT231773","Case","Filthy Blue Cheese Olives 64oz",384,,,Y,
"23510","","IT23510","Case","Popcorn Shoots 1oz",120,,,Y,
"24723 ","","IT24723","Bottle","Sumac 18oz",18,,,Y,
"25015","","IT25015","Case","Kosher Salt 1lb",432,,,Y,
"25267","","IT25267","Each","Micro Carrot Top 1pack",1,,,Y,
"25272","","IT25272","Case","Micro Verbena - Bev 1each",200,,,Y,
"25550","","IT25550","Bottle","Sambal Sauce 1gal",128,,,Y,
"25593","","IT25593","Bottle","Orchid 50each",25.3605,,,Y,
"25593","","IT25593","Bottle","Orchid 50each",50,,,N,
"2700","","IT2700","Case","Reverdy Cadet, Sancerre 2024 750ml",12,,,Y,
"27040","","IT27040","Case","Pink Radish 1each",12,,,Y,
"273584","","IT273584","Bottle","Taylor Fladgate, '20 year', Tawny Port 750ml",1,,,Y,
"27441","","IT27441","Bottle","Dry Lime Slice 1each",25.3605,,,Y,
"27441","","IT27441","Case","Dry Lime Slice 1each",300,,,N,
"27572","","IT27572","Case","Agrumato, Lemon 250ml",50.721,,,Y,
"27694","","IT27694","Case","Wonton Wrapper 14oz",168,,,Y,
"27981","","IT27981","Each","Paprika, Smoked 1lb",16,,,Y,
"2814800","","IT2814800","Bottle","Grapefruit Juice 7.2fl.oz",25.3605,,,Y,
"2814800","","IT2814800","Case","Grapefruit Juice 7.2fl.oz",172.8,,,N,
"","","IT28317","Bottle","White Pearl Onion 1lb",33.814,,,Y,
"28317","","IT28317","Case","White Pearl Onion 1lb",80,,,N,
"","","IT2947","Bottle","Lychee Nut with Syrup 20fl.oz",25.3605,,,Y,
"2947","","IT2947","Bottle","Lychee Nut with Syrup 20fl.oz",20,,,N,
"2A22CUVSM","","IT2A22CUVSM","Bottle","Ashes & Diamonds, 'Saffron Mountain Cuvee', Cabernet Sauvignon 2022 750ml",1,,,Y,
"2A22CUVSM","","IT2A22CUVSM","Case","Ashes & Diamonds, 'Saffron Mountain Cuvee', Cabernet Sauvignon 2022 750ml",12,,,N,
"2A22CUVSM","","IT2A22CUVSM","Bottle","Ashes & Diamonds, 'Saffron Mountain Cuvee', Cabernet Sauvignon 2022 750ml",1,,,N,
"","","IT2ANVROUGE6","Bottle","Ashes & Diamonds, 'No. 6", Red Wine 750ml",1,,,Y,
"2ANVROUGE6","","IT2ANVROUGE6","Case","Ashes & Diamonds, 'No. 6", Red Wine 750ml",12,,,N,
"300917.22","","IT30091722","Case","Nicolas-Jay L'Ensemble Pinot Noir 2022 750ml",6,,,Y,
"","","IT30094712","Bottle","Lopez de Heredia, 'Vina Tondonia', Riojas 2012 750ml",1,,,Y,
"300947.12","","IT30094712","Case","Lopez de Heredia, 'Vina Tondonia', Riojas 2012 750ml",12,,,N,
"","","IT30297125","Bottle","Emilio Moro, Godello 2019 750ml",1,,,Y,
"30297125","","IT30297125","Bottle","Emilio Moro, Godello 2019 750ml",1,,,N,
"","","IT30297407","Bottle","Bramare, 'Lujan de Cujo', Cabernet Sauvignon 2019 750ml",1,,,Y,
"30297407","","IT30297407","Case","Bramare, 'Lujan de Cujo', Cabernet Sauvignon 2019 750ml",12,,,N,
"30313670","","IT30313670","Bottle","Laurent Perrier, 'Grand Siecle - 26th Edition', Champagne 750ml",1,,,Y,
"30317","","IT30317","Each","HI-ME, AJINOMOTO 1each",1,,,Y,
"30318213","","IT30318213","Case","Domaine Drouhin, Pinot Noir 2023 750ml",6,,,Y,
"","","IT30318601","Bottle","Emilio Moro, 'La Revelia', Godello 2021 750ml",1,,,Y,
"30318601","","IT30318601","Case","Emilio Moro, 'La Revelia', Godello 2021 750ml",6,,,N,
"30319","","IT30319","Each","SUIHANYO MIOLA 1each",1,,,Y,
"","","IT30332100","Bottle","Roserock, Pinot Noir 2023 750ml",1,,,Y,
"30332100","","IT30332100","Case","Roserock, Pinot Noir 2023 750ml",6,,,N,
"30332959","","IT30332959","Case","G.D. Vajra, 'Albe', Barolo 2021 750ml",12,,,Y,
"30333162","","IT30333162","Case","G.D. Vajra, Barbera d'Alba 2024 750ml",12,,,Y,
"30333162","","IT30333162","Bottle","G.D. Vajra, Barbera d'Alba 2024 750ml",1,,,N,
"30334218","","IT30334218","Case","Chappellet, 'Mountain Cuvee', Red Blend 2023 750ml",12,,,Y,
"","","IT30337810","Bottle","Chappellet, 'Pritchard Hill', Cabernet Sauvignon 2022 750ml",1,,,Y,
"30337810","","IT30337810","Case","Chappellet, 'Pritchard Hill', Cabernet Sauvignon 2022 750ml",6,,,N,
"30367","","IT30367","Bottle","Katsuo Mirin Furikake 1.7oz",1.7,,,Y,
"30409","","IT30409","Case","Chili Oil 1L",33.814,,,Y,
"30436 1 ","","IT304361","Bottle","Mizkan Awase Vinegar, No MSG 5.28gal",675.84,,,Y,
"304480","","IT304480","Case","Veuve Clicquot, 'Yellow Label', Brut Champagne 1.5L",3,,,Y,
"30501196","","IT30501196","Each","Shrimp 8/12 1lb",16,,,Y,
"30553","","IT30553","Bottle","Miyako Ajipon 1gal",128,,,Y,
"30554","","IT30554","Bottle","Ponzu 1gal",128,,,Y,
"30631","","IT30631","Each","Miyako Hanakatsuo (Bonito Flakes) 1lb",16,,,Y,
"313449","","IT313449","Case","Moet Imperal, Brut 375ml",12,,,Y,
"","","IT31393","Bottle","Jagermeister 1L",1,,,Y,
"31480","","IT31480","Each","GINJO AKAZU 60.9FLOZ 60.9fl.oz",1,,,Y,
"316887","","IT316887","Bottle","Fee Bros Aztec Chocolate Bitters 5fl.oz",25.3605,,,Y,
"316887","","IT316887","Bottle","Fee Bros Aztec Chocolate Bitters 5fl.oz",5,,,N,
"","","IT318235","Bottle","JF Hadens Lychee Liqueur 750ml",1,,,Y,
"3260509","","IT3260509","Case","RAEN, 'Royal St Robert', Pinot Noir 2023 750ml",6,,,Y,
"333357","","IT333357","Case","Chappellet, Cabernet Sauvignon 2022 750ml",6,,,Y,
"33412","","IT33412","Case","Siracha 28oz",336,,,Y,
"33505","","IT33505","Case","Yusen (Grain Vinegar) 1L",676.28,,,Y,
"336945","","IT336945","Case","Silver Oak, 'Alexander Valley', Cabernet Sauvignon 2020 1.5L",6,,,Y,
"3377246","","IT3377246","Case","Masi, 'Costasera', Amarone della Valpolicella 2020 750ml",6,,,Y,
"","","IT34492","Bottle","Luxardo Sambuca 750ml",1,,,Y,
"347976","","IT347976","Case","Veuve Clicquot, 'Rose', Champagne 1.5L",3,,,Y,
"","","IT347976","Bottle","Veuve Clicquot, 'Rose', Champagne 1.5L",1,,,N,
"","","IT353443","Bottle","Silver Oak, 'Napa Valley' Cabernet Sauvignon 2019 750ml",1,,,Y,
"353443","","IT353443","Bottle","Silver Oak, 'Napa Valley' Cabernet Sauvignon 2019 750ml",1,,,N,
"357079","","IT357079","Bottle","Orange Juice 1each",1,,,Y,
"","","IT360265","Bottle","Casa Dragones Blanco 750ml",1,,,Y,
"3613006","","IT3613006","Case","Bundaberg Ginger Beer 12.7fl.oz",24,,,Y,
"3616","","IT3616","Case","Mirin 1L",608.652,,,Y,
"363445","","IT363445","Case","Darioush, Cabernet Sauvignon 2022 750ml",6,,,Y,
"375727","","IT375727","Case","Silver Oak, 'Alexander Valley', Cabernet Sauvignon 2020 750ml",12,,,Y,
"376837","","IT376837","Case","Clos du Val, Cabernet Sauvignon 2022 750ml",6,,,N,
"","","IT379562","Bottle","Chateau la Nerthe, 'La Cassagnes', Cotes du Rhone 2022 750ml",1,,,Y,
"379562","","IT379562","Case","Chateau la Nerthe, 'La Cassagnes', Cotes du Rhone 2022 750ml",12,,,N,
"38000","","IT38000","Case","Angostura Bitters 16fl.oz",192,,,Y,
"383188","","IT383188","Bottle","Veuve Clicquot, '12L-Yellow Label', Brut Champagne 12L",1,,,Y,
"39211","","IT39211","Each","Roasted Sesame Dressing 64fl.oz",1,,,Y,
"401502","","IT401502","Bottle","Dirty Sue Jumbo Onion 16fl.oz",16,,,Y,
"40250","","IT40250","Each","Eggplant, 18 Size 1case",1,,,Y,
"41175","","IT41175","Case","Veuve Clicquot, 'Yellow Label', Brut Champagne 750ml",12,,,Y,
"412051","","IT412051","Case","Moet Imperal, Rose 1.5L",3,,,Y,
"34675","","IT4254","Bottle","Crunchy Garlic 1oz",1,,,Y,
"","","IT437241","Bottle","Bushmills 12yr 750ml",1,,,Y,
"4395612","","IT4395612","Bottle","Cane Sugar 1lb",33.814,,,Y,
"4395612","","IT4395612","Case","Cane Sugar 1lb",400,,,N,
"4404BO0631A","","IT4404BO0631A","Case","Guava Puree - Bev 1kg",6,,,Y,
"4404BO0631A","","IT4404BO0631A","Bottle","Guava Puree - Bev 1kg",1,,,N,
"4404BO0724N","","IT4404BO0724N","Bottle","White Peach Puree 1kg",1,,,Y,
"4523510","","IT4523510","Case","Cherry Marachiano 1gal",64,,,Y,
"4523510","","IT4523510","Bottle","Cherry Marachiano 1gal",128,,,N,
"","","IT472941","Bottle","Routestock Cellars, Cabernet Sauvignon 2022 750ml",1,,,Y,
"472941","","IT472941","Case","Routestock Cellars, Cabernet Sauvignon 2022 750ml",12,,,N,
"","","IT4811221","Bottle","Loscano, 'Gran Reserve', Malbec 2021 750ml",1,,,Y,
"48112-21","","IT4811221","Case","Loscano, 'Gran Reserve', Malbec 2021 750ml",12,,,N,
"481700","","IT481700","Case","Elena Walch, Pinot Grigio 2023 750ml",12,,,Y,
"481879","","IT481879","Case","Castello di Volpaia, Chianti Classico 2021 750ml",12,,,Y,
"501465","","IT501465","Case","Castello Volpaia, Chianti Classico 2022 750ml",12,,,Y,
"506969","","IT506969","Case","Elena Walch, Pinot Grigio 2024 750ml",12,,,Y,
"9759888","","IT506969","Bottle","Elena Walch, Pinot Grigio 2024 750ml",1,,,N,
"512305","","IT512305","Case","Louis Latour, 'Chateau Grancey', Corton 2019 750ml",12,,,Y,
"","","IT513731","Bottle","Louis Roederer, 'Cristal', Rose Champagne 750ml",1,,,Y,
"513731","","IT513731","Case","Louis Roederer, 'Cristal', Rose Champagne 750ml",6,,,N,
"514","","IT514","Each","White Levain XL, Loaf 1each",1,,,Y,
"5182720","","IT5182720","Bottle","Roses Grenadine 1L",33.814,,,Y,
"","","IT519571","Bottle","Perrier Jouet, 'Belle Epoque' Rose Champagne 750ml",1,,,Y,
"519571","","IT519571","Case","Perrier Jouet, 'Belle Epoque' Rose Champagne 750ml",6,,,N,
"523130","","IT523130","Case","Delaporte, Sancerre 2023 750ml",12,,,Y,
"524713","","IT524713","Case","J. de Villebois, Sancerre 2024 750ml",12,,,Y,
"","","IT524892","Bottle","Basil Hayden 750ml",1,,,Y,
"526996","","IT526996","Case","Dom Perignon, 'Luminous Brut', Champagne 750ml",3,,,Y,
"","","IT532301","Bottle","POTTERS WSKY SPECIAL BLEND 80 PROF 750ml",1,,,Y,
"","","IT532301","Bottle","POTTERS WSKY SPECIAL BLEND 80 PROF 750ml",1,,,N,
"5333711","","IT5333711","Case","Pimento Stuffed Olives 1gal",512,,,Y,
"5333711","","IT5333711","Bottle","Pimento Stuffed Olives 1gal",128,,,N,
"551096","","IT551096","Bottle","Perrier Jouet Belle Epoque Blanc de Blanc 1.5L",1,,,Y,
"55722","","IT55722","Each","Turnip, Baby 1Bunch",1,,,Y,
"","","IT561668","Bottle","owens mixers tonic 240ml",8.1154,,,Y,
"561668","","IT561668","Case","owens mixers tonic 240ml",194.7686,,,N,
"565547","","IT565547","Case","Ace of Spades, 'Rose', Champagne 750ml",6,,,Y,
"1108288-B12","","IT565681","Bottle","Chateau Giscours 2021 750ml",1,,,Y,
"565681","","IT565681","Case","Chateau Giscours 2021 750ml",6,,,N,
"570372","","IT570372","Case","Veuve Cliquot, 'La Grande Dame', Brut Champagne 2015 750ml",6,,,Y,
"","","IT574132","Bottle","Strega 700ml",1,,,Y,
"","","IT578045","Bottle","owens mixers tonic 250ml",8.4535,,,Y,
"578045","","IT578045","Case","owens mixers tonic 250ml",202.884,,,N,
"579850","","IT579850","Case","COOKING BRANDY, Christian Brothers 1L",12,,,Y,
"579850","","IT579850","Bottle","COOKING BRANDY, Christian Brothers 1L",1,,,N,
"583040","","IT583040","Case","Il Poggione, Brunello di Montalcino 2018 750ml",6,,,Y,
"585861","","IT585861","Case","Chateau Pontet Canet 2014 750ml",6,,,Y,
"593938","","IT593938","Case","Leviathian, Red Blend 2021 750ml",12,,,Y,
"","","IT600202","Bottle","Flowers, Pinot Noir 2022 750ml",1,,,Y,
"600202","","IT600202","Case","Flowers, Pinot Noir 2022 750ml",12,,,N,
"607407","","IT607407","Case","Dom Perignon, 'Luminous Rose', Champagne 750ml",3,,,Y,
"60744","","IT60744","Case","Battera Konbu 1each",100,,,Y,
"60747","","IT60747","Case","Rishiri Dasi Konbu 1lb",2,,,Y,
"60750","","IT60750","Each","Wakame 1lb",16,,,Y,
"","","IT60768","Bottle","Osborme Sherry Fino 750ml",1,,,Y,
"60768","","IT60768","Case","Osborme Sherry Fino 750ml",6,,,N,
"609305","","IT609305","Case","Chateau Les Troix Croix 2017 750ml",6,,,Y,
"60933","","IT60933","Bottle","La Rioja Alta, '904 Gran Reserva', Rioja 2015 750ml",1,,,Y,
"609357","","IT609357","Case","Dom Perignon, 'Luminous Brut', Champagne 1.5L",3,,,Y,
"609357","","IT609357","Bottle","Dom Perignon, 'Luminous Brut', Champagne 1.5L",1,,,N,
"","","IT609390","Bottle","Vocoret, 'Vaillons VV', Chablis 2022 750ml",1,,,Y,
"609390","","IT609390","Case","Vocoret, 'Vaillons VV', Chablis 2022 750ml",12,,,N,
"","","IT610579","Bottle","Stag's Leap, 'Artemis', Cabernet Sauvignon 2021 750ml",1,,,Y,
"610579","","IT610579","Case","Stag's Leap, 'Artemis', Cabernet Sauvignon 2021 750ml",6,,,N,
"615068","","IT615068","Case","Ace of Spades, 'Green' Champagne 750ml",6,,,Y,
"61656","","IT61656","Case","Shiro Tosaka Reifukanso 1.76oz",35.2,,,Y,
"617025","","IT617025","Bottle","Gros Freres, Echezeaux 2020 750ml",1,,,Y,
"617335","","IT617335","Bottle","Merry Edwards, 'Olivet Lane', Pinot Noir 2021 750ml",1,,,Y,
"","","IT618388","Bottle","owens mixers club soda 250ml",8.4535,,,Y,
"618388","","IT618388","Case","owens mixers club soda 250ml",202.884,,,N,
"618390","","IT618390","Case","owens mixers club soda 240ml",194.7686,,,Y,
"618859","","IT618859","Case","Perrier Jouet, 'Belle Epoque', Brut Champagne 1.5L",3,,,Y,
"621184","","IT621184","Case","Leviathan 2022 750ml",12,,,Y,
"621748","","IT621748","Case","Far Niente Chardonnay 2023 750ml",12,,,Y,
"624557","","IT624557","Bottle","Tyler Chardonnay 2022 750ml",1,,,Y,
"","","IT624697","Bottle","Sake Ono 750ml",1,,,Y,
"","","IT625429","Bottle","Il Poggione, Brunello di Montalcino 2019 750ml",1,,,Y,
"625429","","IT625429","Case","Il Poggione, Brunello di Montalcino 2019 750ml",6,,,N,
"","","IT626381","Bottle","Glenmorangie 12yr 1L",1,,,Y,
"627197","","IT627197","Case","Opus One 2021 750ml",6,,,Y,
"628123","","IT628123","Bottle","Faust, Cabernet Sauvignon 2022 1.5L",1,,,Y,
"628166","","IT628166","Case","Flowers, Pinot Noir 2023 750ml",12,,,Y,
"628440","","IT628440","Case","Rodney Strong, Sauvignon Blanc 2023 750ml",12,,,Y,
"63015","","IT63015","Each","hangiri 10/100 each 10each",1,,,Y,
"63019","","IT63019","Each","TAKA TOKUYO KIZAMI 1each",1,,,Y,
"63023","","IT63023","Each","Hangiri Bay Yakinori, Gold 1each",1,,,Y,
"63034","","IT63034","Bottle","Aonoriko 3.5oz",3.5,,,Y,
"631919","","IT631919","Case","Stag's Leap, 'Artemis', Cabernet Sauvignon 2021 1.5L",6,,,Y,
"","","IT631919","Bottle","Stag's Leap, 'Artemis', Cabernet Sauvignon 2021 1.5L",1,,,N,
"6323414","","IT6323414","Bottle","BIB - Orange Juice 2.5gal",320,,,Y,
"","","IT634432","Bottle","Broglia, 'La Meirana', Gavi 2023 750ml",1,,,Y,
"634432","","IT634432","Case","Broglia, 'La Meirana', Gavi 2023 750ml",6,,,N,
"","","IT635867","Bottle","Ladoucette, Pouilly Fume 2023 750ml",1,,,Y,
"635867","","IT635867","Case","Ladoucette, Pouilly Fume 2023 750ml",12,,,N,
"637530","","IT637530","Case","Rodney Strong, Cabernet Sauvignon 2021 750ml",12,,,Y,
"637841","","IT637841","Case","Dom Perignon, 'Rose', Champagne 1.5L",3,,,Y,
"638060","","IT638060","Case","Moet Imperal, Nectar Rose 750ml 750ml",6,,,Y,
"64051","","IT64051","Case","Goma Mamenorisan (Soy Paper) 1each",40,,,Y,
"640861","","IT640861","Bottle","Joseph Phelps, 'Insignia', Red Blend 2021 750ml",1,,,Y,
"","","IT642725","Bottle","Merry Edwards, Sauvignon Blanc 2023 750ml",1,,,Y,
"642725","","IT642725","Case","Merry Edwards, Sauvignon Blanc 2023 750ml",12,,,N,
"642785","","IT642785","Case","Perrier Jouet, 'Belle Epoque' Brut Champagne 750ml",6,,,Y,
"64395","","IT64395","Each","Nori, Gold 1each",1,,,Y,
"645638","","IT645638","Case","Bennati, Pinot Grigio 2023 750ml",12,,,Y,
"648053","","IT648053","Case","La Scolca, 'Black Label', Gavi dei Gavi 2023 750ml",12,,,Y,
"648466","","IT648466","Case","Antinori, 'Pian delle Vigne', Brunello di Montalcino 2020 750ml",6,,,Y,
"649589","","IT649589","Bottle","Moet Nectar Rose Pharrell Luminous 750ml",1,,,Y,
"649589","","IT649589","Case","Moet Nectar Rose Pharrell Luminous 750ml",6,,,N,
"","","IT649671","Bottle","Moet & Chandon Brut Imperial Pharrell 750ml",1,,,Y,
"649671","","IT649671","Case","Moet & Chandon Brut Imperial Pharrell 750ml",6,,,N,
"","","IT649717","Bottle","Patz and Hall, 'Dutton Ranch', Chardonnay 2022 750ml",1,,,Y,
"649717","","IT649717","Case","Patz and Hall, 'Dutton Ranch', Chardonnay 2022 750ml",6,,,N,
"651577","","IT651577","Case","Patz and Hall, 'Pisoni Vineyard', Pinot Noir 2021 750ml",6,,,Y,
"653743","","IT653743","Case","Vega Sicilia, 'Alion', Ribera del Duero 2021 750ml",6,,,Y,
"654684","","IT654684","Case","Rodney Strong, Sauvignon Blanc 2024 750ml",12,,,Y,
"","","IT657001","Bottle","Joseph Phelps, Cabernet Sauvignon 2022 750ml",1,,,Y,
"657001","","IT657001","Case","Joseph Phelps, Cabernet Sauvignon 2022 750ml",6,,,N,
"659282","","IT659282","Case","Ca deli Frati, 'I Frati', Lugana 2024 750ml",6,,,Y,
"660970","","IT660970","Case","Tyler, 'Santa Barbara County', Chardonnay 2023 750ml",12,,,Y,
"","","IT662","Case","Bud Light 12fl.oz",6,,,Y,
"665677","","IT665677","Case","Filthy Olive Brine, Bottle 32fl.oz",256,,,Y,
"66840","","IT66840","Case","Oregano 1oz",4,,,Y,
"673","","IT673","Each","Rustic Loaf 1each",1,,,Y,
"","","IT67717","Bottle","Fever Tree Tonic 150ml",5.0721,,,Y,
"67717","","IT67717","Case","Fever Tree Tonic 150ml",121.7304,,,N,
"679108","","IT679108","Case","Chateau d'Esclans, Rose 2024 750ml",6,,,Y,
"","","IT680890","Bottle","Perrier Jouet, 'Belle Epoque' Blanc de Blanc Champagne 750ml",1,,,Y,
"680890","","IT680890","Case","Perrier Jouet, 'Belle Epoque' Blanc de Blanc Champagne 750ml",6,,,N,
"682006","","IT682006","Case","Caymus, Cabernet Sauvignon 2023 750ml",12,,,Y,
"688455","","IT688455","Case","Bennati, Pinot Grigio 2024 750ml",12,,,Y,
"70124","","IT70124","Case","Raspberry Puree 1kg",6,,,Y,
"71096","","IT71096","Each","Oyster Sauce Jar 1each",1,,,Y,
"71111","","IT71111","Case","Dates, Pitted 1lb",5,,,Y,
"71150","","IT71150","Case","Kiwi - Food 1each",6,,,Y,
"71167","","IT71167","Bottle","Mango Puree 30fl.oz",25.3605,,,Y,
"71167","","IT71167","Bottle","Mango Puree 30fl.oz",30,,,N,
"1167","","IT71167","Case","Mango Puree 30fl.oz",180,,,N,
"71285","","IT71285","Each","Cantaloupe - Food 1melon",1,,,Y,
"71319","","IT71319","Each","Hiyashi Wakame 1lb",16,,,Y,
"71403","","IT71403","Case","Grapefruit - Food 1each",27,,,Y,
"71403","","IT71403","Case","Grapefruit - Food 1each",3,,,N,
"71501","","IT71501","Case","Almond, Sliced 1lb",5,,,Y,
"71531","","IT71531","Each","Hazelnut, Blanched 5lb",80,,,Y,
"71570","","IT71570","Case","Pistachio Raw 1lb",5,,,Y,
"71580","","IT71580","Case","Pecans 1lb",5,,,Y,
"72298","","IT72298","Case","Cheddar Cheese, Shredded 1lb",80,,,Y,
"77118","","IT77118","Bottle","Garbanzo Bean, Canned 108oz",108,,,Y,
"77176","","IT77176","Case","Capers 32oz",6,,,Y,
"10991","","IT778","Case","Granulated Sugar - Bev 1lb",50,,,Y,
"778","","IT778","Case","Granulated Sugar - Bev 1lb",25,,,N,
"78096","","IT78096","Case","Pineapple - Food 1each",2,,,Y,
"8022518","","IT8022518","Case","Massolino, Barbera d'Alba 2022 750ml",12,,,Y,
"814","","IT814","Bottle","Thai Basil - Bev 1lb",16,,,Y,
"","","IT818TEQUREPO","Case","818 Tequila Reposado (6/Case)",6,,,Y,
"850","","IT850","Case","Rosemary 8oz",16,,,Y,
"89030","","IT89030","Each","CLOVER 18-8 FUKAGATA 1each",1,,,Y,
"","","IT9019441","Bottle","Jose Cuervo Familia Platino 750ml",1,,,Y,
"9021866","","IT9021866","Case","Pineapple Juice 6oz",288,,,Y,
"9032418","","IT9032418","Bottle","Lawrys Seasoning Salt 1each",1,,,Y,
"9116885","","IT9116885","Case","Jermann, 'Vintage Tunina', Bianco 2021 750ml",6,,,Y,
"91282","","IT91282","Bottle","Grenadine, Daily's 1L",33.814,,,Y,
"91417","","IT91417","Case","Lemon 1lb",5,,,Y,
"","","IT9148255","Bottle","Domaine Laroche, 'Saint Martin', Chablis 750ml",1,,,Y,
"9148255","","IT9148255","Case","Domaine Laroche, 'Saint Martin', Chablis 750ml",12,,,N,
"915","","IT915","Case","Pure Land 'Junmai' Sake 720ml",12,,,Y,
"","","IT9188246","Bottle","Avua Cachaca 750ml",1,,,Y,
"92377","","IT92377","Case","Yellow Squash, Straight 1lb",20,,,Y,
"92377","","IT92377","Case","Yellow Squash, Straight 1lb",5,,,N,
"9240533","","IT9240533","Case","Felsina, 'Cru Rancia', Chianti Classico 2009 750ml",6,,,Y,
"9247646","","IT9247646","Bottle","Blueberry Puree Syrup 16.9fl.oz",16.9,,,Y,
"9251422","","IT9251422","Case","Peach Puree Syrup 16.9fl.oz",6,,,Y,
"928789","","IT928789","Case","Perrier Jouet, 'Blason Rose', Champagne 750ml",6,,,Y,
"","","IT928790","Bottle","Perrier Jouet, 'Grand Brut' Brut Champagne 750ml",1,,,Y,
"928790","","IT928790","Case","Perrier Jouet, 'Grand Brut' Brut Champagne 750ml",6,,,N,
"","","IT928791","Bottle","Perrier Jouet, 'Blanc de Blanc', Champagne 750ml",1,,,Y,
"928791","","IT928791","Case","Perrier Jouet, 'Blanc de Blanc', Champagne 750ml",6,,,N,
"929494","","IT929494","Case","Luxardo Maraschino Cherries 1kg",3,,,Y,
"9763775","","IT9361991","Bottle","DRC, Romanee St. Vivant 2016 750ml",1,,,Y,
"9361991","","IT9361991","Bottle","DRC, Romanee St. Vivant 2016 750ml",1,,,N,
"","","IT9366009","Bottle","DRC, Richebourg 2016 750ml",1,,,Y,
"9366009","","IT9366009","Bottle","DRC, Richebourg 2016 750ml",1,,,N,
"9397778","","IT9397778","Case","Felsina, 'Fontalloro', Toscana IGT 2012 750ml",6,,,Y,
"9397782","","IT9397782","Case","Felsina, 'Cru Rancia', Chianti Classico 2011 750ml",6,,,Y,
"947831","","IT947831","Case","Filthy Pimento Olives 64oz",384,,,Y,
"951140","","IT951140","Case","Perrier Jouet, 'Belle Epoque', Rose Champagne 1.5L",3,,,Y,
"951641","","IT951641","Case","Moet, "Nectar Luminous WOW", Rose Champagne 750ml",6,,,Y,
"","","IT953261","Bottle","Heavensake, 'Konishi 12' Junmai 750ml",1,,,Y,
"953261","","IT953261","Case","Heavensake, 'Konishi 12' Junmai 750ml",6,,,N,
"9649557","","IT9649557","Case","Condado de Haza, 'Aldeas', Ribera del Duero 2018 750ml",6,,,N,
"9672057","","IT9672057","Case","Lyres Classic 250ml",24,,,Y,
"","","IT9672137","Bottle","Lyres White Rum 700ml",1,,,Y,
"9676905","","IT9676905","Case","Chateau de Beaucastel, Chateauneuf-du-Pape 2021 750ml",6,,,Y,
"9703943","","IT9703943","Case","Agave Nectar 1lb",44,,,Y,
"9703943","","IT9703943","Case","Agave Nectar 1lb",11,,,N,
"","","IT9719730","Bottle","Jermann, 'Vintage Tunina', Bianco 2022 750ml",1,,,Y,
"9719730","","IT9719730","Case","Jermann, 'Vintage Tunina', Bianco 2022 750ml",6,,,N,
"9724509","","IT9724509","Case","Jermann, Pinot Grigio 2023 750ml",12,,,Y,
"","","IT9731031","Bottle","Ciacci, Brunello di Montalcino 2019 750ml",1,,,Y,
"9731031","","IT9731031","Bottle","Ciacci, Brunello di Montalcino 2019 750ml",1,,,N,
"973205","","IT973205","Bottle","Sandeman Sherry Don Fino 500ml",1,,,Y,
"9732853","","IT9732853","Bottle","Faiveley, 'Clos Rochette', Mercurey Blanc 2022 1.5L",1,,,Y,
"9732853","","IT9732853","Case","Faiveley, 'Clos Rochette', Mercurey Blanc 2022 1.5L",3,,,N,
"9740313","","IT9740313","Case","Gaja, 'Sito Moresco', Langhe Rosso 2022 750ml",6,,,Y,
"","","IT9740745","Bottle","Daou, 'Reserve' Cabernet Sauvignons 2022 750ml",1,,,Y,
"9740745","","IT9740745","Case","Daou, 'Reserve' Cabernet Sauvignons 2022 750ml",6,,,N,
"9740746","","IT9740746","Case","DAOU, 'Soul of a Lion', Cabernet Sauvignon 2021 750ml",6,,,Y,
"9744521","","IT9744521","Case","Duckhorn, Merlot 2022 750ml",12,,,Y,
"9745186","","IT9745186","Case","Chene Bleu, 'Abelard' 2016 750ml",6,,,Y,
"","","IT9745857","Bottle","Penfolds, 'Bin 389', Cabernet Sauvignon/Shiraz 2020 750ml",1,,,Y,
"9745857","","IT9745857","Case","Penfolds, 'Bin 389', Cabernet Sauvignon/Shiraz 2020 750ml",6,,,N,
"9746901","","IT9746901","Case","DuMol, 'Estate', Chardonnay 2022 750ml",6,,,Y,
"9747947","","IT9747947","Bottle","Vincent Girardin, 'Cuvee St. Vincent', Bourgogne Blanc 2022 750ml",1,,,Y,
"9749932","","IT9749932","Case","Shafer, 'One Point Five', Cabernet Sauvignon 2022 750ml",12,,,Y,
"","","IT975691","Bottle","Jim Beam Bourbon 750ml",1,,,Y,
"9759329","","IT9759329","Case","Felsina, 'Cru Rancia', Chianti Classico 2020 750ml",6,,,Y,
"9759858","","IT9759858","Case","Jermann, Pinot Grigio 2024 750ml",12,,,Y,
