SKU,Item Name,Vendor Code,Purchase UOM,Pack Size,Inventory UOM,Conversion Factor,Measure Type,Recipe UOM
GB504N,"Banyuls Vinegar 500ml","","case","1ea","ea",1,Each,"oz"
GB504N,"Banyuls Vinegar 500ml","","case","1ea","ea",1,Each,"oz"
GB504N,"Banyuls Vinegar 500ml","","case","1ea","ea",1,Each,"oz"
BE25,"Barlotti Beans 1lb","BE25","case","10/1lb","lb",160,Each,"oz"
23401,"Basmati Rice 1lb","23401","case","25/1lb","lb",400,Volume,"oz"
IT10562277N,"Basmati Rice 1lb","10562277N","case","10/1lb","lb",160,Each,"oz"
IT10562277N,"Basmati Rice 1lb","23401","case","25/1lb","lb",400,Each,"oz"
60744,"Battera Konbu 1each","60744","each","1each","each",1,Each,"ea"
IT60744,"Battera Konbu 1each","60744","case","100/1each","each",100,Each,"oz"
00774,"Bay Leaf 1lb","00774","each","1lb","lb",16,Volume,"oz"
11256,"Black Garlic 1lb","11256","each","1lb","lb",16,Volume,"oz"
IT10607391,"Black Garlic 1lb","","bag","1lb","lb",16,Each,"oz"
IT06047,"Black Pepper, Whole 1lb","06047","case","6/1lb","lb",96,Each,"oz"
IT06047,"Black Pepper, Whole 1lb","SPP150","case","5/1lb","lb",80,Each,"oz"
SPP130,"Black Peppercorn 1lb","SPP130","each","1lb","lb",16,Volume,"oz"
SPP150,"Black Peppercorn 1lb","SPP150","case","5/1lb","lb",80,Each,"oz"
SPP150,"Black Peppercorn 1lb","","case","1ea","ea",1,Each,"oz"
IT12954,"Black Truffle Salt 100g","","bag","100g","g",3.5274,Each,"oz"
12954,"Black Truffle Salt 100g","12954","each","100g","g",3.5274,Weight,"oz"
IT922030,"Blini 40each","922030","case","6/40each","each",240,Each,"oz"
10965,"Blue Corn Tortilla 6" 12each","10965","case","6/12each","each",72,Each,"ea"
IT10965,"Blue Corn Tortilla 6" 12each","10965","case","6/12each","each",72,Each,"oz"
10797050N,"Bonito Flakes 1lb","10797050N","each","1lb","lb",16,Volume,"oz"
IT10797050N,"Bonito Flakes 1lb","","bag","1lb","lb",16,Each,"oz"
IT16433,"Brown Sugar, Dark 1lb","16433","case","50/1lb","lb",800,Each,"oz"
16433,"Brown Sugar, Dark 1lb","16433","case","50/1lb","lb",800,Volume,"oz"
IT02930,"Brown Sugar, Light 1lb","02930","case","25/1lb","lb",400,Each,"oz"
IT02930,"Brown Sugar, Light 1lb","02930","case","50/1lb","lb",800,Each,"oz"
02930,"Brown Sugar, Light 1lb","02930","case","25/1lb","lb",400,Volume,"oz"
BUB01,"Bubu Arare (Rice Pearls) 1lb","","bag","1lb","lb",16,Each,"oz"
IT10305297,"Calabrian Pepper, Crushed 950g","10305297","case","3/950g","g",100.5309,Each,"oz"
IT10305297,"Calabrian Pepper, Crushed 950g","10305297","case","6/950g","g",201.0618,Each,"oz"
IT10305297,"Calabrian Pepper, Crushed 950g","","case","1ea","ea",1,Each,"oz"
10305297,"Calabrian Pepper, Crushed 950g","10305297","each","950g","g",33.5103,Weight,"oz"
IT24907,"Calabrian Pepper, Extra Long 2.6kg","","bag","2.6kg","kg",2.6,Each,"oz"
24907,"Calabrian Pepper, Extra Long 2.6kg","24907","each","2.6kg","kg",2.6,Weight,"oz"
IT77176,"Capers 32oz","77176","case","6/32oz","oz",192,Each,"oz"
77176,"Capers 32oz","77176","each","32oz","oz",32,Volume,"oz"
GCV105FN,"Caraibe 66% Chocolate 1kg","GCV105FN","case","3/1kg","kg",3,Each,"oz"
24851,"Caraway Seed 1lb","24851","each","1lb","lb",16,Volume,"oz"
IT24851,"Caraway Seed 1lb","","bag","1lb","lb",16,Each,"oz"
71510,"Cashew 1lb","71510","case","5/1lb","lb",80,Volume,"oz"
IT71510,"Cashew 1lb","71510","case","5/1lb","lb",80,Each,"oz"
IT22002,"Castelvetrano Olive 1lb","22002","case","8/1lb","lb",128,Each,"oz"
00238,"Cayenne Pepper 1lb","00238","each","1lb","lb",16,Volume,"oz"
IT00238,"Cayenne Pepper 1lb","","bag","1lb","lb",16,Each,"oz"
IT14453,"Celery Salt 1lb","","case","1ea","ea",1,Each,"oz"
IT14453,"Celery Salt 1lb","14453","case","5/1lb","lb",80,Each,"oz"
IT14453,"Celery Salt 1lb","SPC100","case","2/1lb","lb",32,Each,"oz"
IT14453,"Celery Salt 1lb","","case","1ea","ea",1,Each,"oz"
14453,"Celery Salt 1lb","14453","case","5/1lb","lb",80,Volume,"oz"
SPC105,"Celery Seed, Whole 1lb","","bag","1lb","lb",16,Each,"oz"
IT05221,"Champagne Vinegar 1gal","","bottle","1gal","gal",128,Each,"oz"
05221,"Champagne Vinegar 1gal","05221","each","1gal","gal",128,Volume,"oz"
UF50122,"Cherries Maraschino 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
GSR341,"Chicken Base - Food 1lb","","bag","1lb","lb",16,Each,"oz"
IT17595,"Chicken Base 1lb","17595","case","12/1lb","lb",192,Each,"oz"
IT00181,"Chile Arbol, Dry 1lb","00181","case","5/1lb","lb",80,Each,"oz"
00181,"Chile Arbol, Dry 1lb","00181","case","5/1lb","lb",80,Volume,"oz"
IT24741,"Chile Flakes 1lb","24741","case","3/1lb","lb",48,Each,"oz"
24741,"Chile Flakes 1lb","24741","case","3.5/1lb","lb",56,Volume,"oz"
AC-27976,"CHILES-CHIPOTLE IN ADOBO 7oz","AC-27976","each","7oz","oz",7,Volume,"oz"
AC27976,"CHILES-CHIPOTLE IN ADOBO 7oz","","bottle","7oz","oz",7,Each,"oz"
30409,"Chili Oil 1L","30409","case","1.8/1l","l",1.8,Volume,"oz"
IT30409,"Chili Oil 1L","30409","case","1L","L",33.814,Each,"oz"
IT10322193,"Chocolate 55% - Food 1kg","10322193","case","6/1kg","kg",6,Each,"oz"
IT10322193,"Chocolate 55% - Food 1kg","GCV108FN","case","3/1kg","kg",3,Each,"oz"
IT10322193,"Chocolate 55% - Food 1kg","","case","1ea","ea",1,Each,"oz"
IT10322193,"Chocolate 55% - Food 1kg","","case","1ea","ea",1,Each,"oz"
GCV108FN,"Chocolate 55% - Food 1kg","GCV108FN","case","3/1kg","kg",3,Weight,"oz"
IT23614,"Chocolate Chip Cookie Dough, Frozen 3oz","23614","case","106/3oz","oz",318,Each,"oz"
qz117773,"Chocolate Chip, Semi Sweet 1lb","qz117773","case","25/1lb","lb",400,Volume,"oz"
QZ117773,"Chocolate Chip, Semi Sweet 1lb","qz117773","case","25/1lb","lb",400,Each,"oz"
IT930171,"Cinnamon Toast Crunch 1each","930171","case","4/1each","each",4,Each,"oz"
930171,"Cinnamon Toast Crunch 1each","930171","case","4/1each","each",4,Each,"ea"
GCV3285,"Cocao Nibs 1kg","GCV3285","case","12/1kg","kg",12,Each,"oz"
GCV115,"Cocoa Powder 1kg","GCV115","case","3/1kg","kg",3,Each,"oz"
GCV115,"Cocoa Powder 1kg","","case","1ea","ea",1,Each,"oz"
GCV115,"Cocoa Powder 1kg","","case","1ea","ea",1,Each,"oz"
IT10260990,"Cocoa Powder 1lb","10260990","case","5/1lb","lb",80,Each,"oz"
IT10260990,"Cocoa Powder 1lb","12466","case","4/1lb","lb",64,Each,"oz"
10260990,"Cocoa Powder 1lb","10260990","case","5/1lb","lb",80,Volume,"oz"
VN148400,"Coconut Milk 98fl.oz","","case","1ea","ea",1,Each,"oz"
VN148400,"Coconut Milk 98fl.oz","VN148400	","each","1each","each",1,Each,"oz"
VN148400,"Coconut Milk 98fl.oz","","case","1ea","ea",1,Each,"oz"
NC105,"Competition Nuts 1lb","NC105","case","24/1lb","lb",384,Each,"oz"
NC105,"Competition Nuts 1lb","NC105","case","4/1lb","lb",64,Each,"oz"
VN235979,"Cookie Drops, Guittard 1each","VN235979","case","1000/1each","each",1000,Each,"ea"
VN2357979,"Cookie Drops, Guittard 1each","VN235979","case","1000/1each","each",1000,Each,"oz"
685394,"COOKING PORT - Broadbent Port Tawny 10yr 500ml","685394","each","500ml","ml",500,Volume,"oz"
967085,"COOKING PORT, Cockburn, '10yr Tawny' 750ml","967085","each","750ml","ml",750,Volume,"oz"
SPC135,"Coriander, Whole 9oz","SPC135","each","9oz","oz",9,Volume,"oz"
IT06014,"Coriander, Whole 9oz","","bottle","9oz","oz",9,Each,"oz"
IT921316,"Corn Meal 1lb","921316","case","25/1lb","lb",400,Each,"oz"
921316,"Corn Meal 1lb","921316","case","25/1lb","lb",400,Volume,"oz"
GS511,"Corn Syrup 1gal","","bottle","1gal","gal",128,Each,"oz"
IT23755,"Corn Tortilla 4" 12each","23755","case","30/12each","each",360,Each,"oz"
23755,"Corn Tortilla 4" 12each","23755","case","30/12each","each",360,Each,"ea"
GV125,"Cornichones 1lb","GV125","case","9/1lb","lb",144,Each,"oz"
GV125,"Cornichones 1lb","","case","1ea","ea",1,Each,"oz"
IT12830,"Cornichons 1lb","12830","case","4/1lb","lb",64,Each,"oz"
12830,"Cornichons 1lb","12830","case","4.7/1lb","lb",75.2,Volume,"oz"
IT21421,"Cornstarch 1lb","21421","case","12/1lb","lb",192,Each,"oz"
UF55075,"Cornstarch 1lb","UF55075","each","1lb","lb",16,Volume,"oz"
12120,"Cous Cous 1lb","12120","case","5/1lb","lb",80,Volume,"oz"
IT12120,"Cous Cous 1lb","12120","case","5/1lb","lb",80,Each,"oz"
SPC137,"Cream Of Tartar 24oz","","bottle","24oz","oz",24,Each,"oz"
IT4254,"Crunchy Garlic 1oz","","bottle","1oz","oz",1,Each,"oz"
34675,"Crunchy Garlic 1oz","34675","each","1oz","oz",1,Volume,"oz"
SPP140,"Crushed Red Pepper 1oz","SPP140","case","12/1oz","oz",12,Each,"oz"
SPP140,"Crushed Red Pepper 1oz","","case","1ea","ea",1,Each,"oz"
06045,"Cumin 14oz","06045","each","14oz","oz",14,Volume,"oz"
IT06045,"Cumin 14oz","SPC141","case","14oz","oz",14,Each,"oz"
IT02101,"Curly Fries 1lb","02101","case","30/1lb","lb",480,Each,"oz"
IT02101,"Curly Fries 1lb","UF34244","case","24/1lb","lb",384,Each,"oz"
02101,"Curly Fries 1lb","02101","case","30/1lb","lb",480,Volume,"oz"
IT27668,"Dark Chocolate Chips, Vegan 1lb","27668","case","25/1lb","lb",400,Each,"oz"
IT27668,"Dark Chocolate Chips, Vegan 1lb","NI390359","case","10/1lb","lb",160,Each,"oz"
27668,"Dark Chocolate Chips, Vegan 1lb","27668","case","25/1lb","lb",400,Volume,"oz"
15005,"Dark Muscovado Sugar 1lb","15005","case","10/1lb","lb",160,Volume,"oz"
IT15005,"Dark Muscovado Sugar 1lb","15005","case","10/1lb","lb",160,Each,"oz"
49758,"Dashi Kombu 1lb","49758","case","33/1lb","lb",528,Volume,"oz"
IT49758,"Dashi Kombu 1lb","49758","case","33/1lb","lb",528,Each,"oz"
IT49758,"Dashi Kombu 1lb","F603A","case","2/1lb","lb",32,Each,"oz"
71111,"Dates, Pitted 1lb","71111","case","5/1lb","lb",80,Volume,"oz"
IT71111,"Dates, Pitted 1lb","71111","case","5/1lb","lb",80,Each,"oz"
GS550,"Demerara Sugar 1lb","GS550","case","10/1lb","lb",160,Each,"oz"
CR-1125K,"Dextrose Powder 1kg","CR-1125K","case","5/1kg","kg",5,Weight,"oz"
IT271512,"Dextrose Powder 1kg","271512","case","3/1kg","kg",3,Each,"oz"
IT271512,"Dextrose Powder 1kg","CR-1125K","case","5/1kg","kg",5,Each,"oz"
IT12221,"Dijon Mustard 1lb","12221","case","8/1lb","lb",128,Each,"oz"
IT12221,"Dijon Mustard 1lb","","case","1ea","ea",1,Each,"oz"
IT12221,"Dijon Mustard 1lb","","case","1ea","ea",1,Each,"oz"
IT12221,"Dijon Mustard 1lb","","case","1ea","ea",1,Each,"oz"
12221,"Dijon Mustard 1lb","12221","case","8/1lb","lb",128,Volume,"oz"
IT10500113,"Dijon Mustard, Whole Grain 1lb","10500113","case","8/1lb","lb",128,Each,"oz"
10500113,"Dijon Mustard, Whole Grain 1lb","10500113","case","8.6/1lb","lb",137.6,Volume,"oz"
02351,"Dill Pickle Chips 1gal","02351","case","5/1gal","gal",640,Volume,"oz"
IT18908,"Dill Weed 6oz","18908","case","2/6oz","oz",12,Each,"oz"
IT16840,"Distilled Vinegar 1gal","16840","case","4/1gal","gal",512,Each,"oz"
1001180,"Dried Cherries 1lb","1001180","case","4/1lb","lb",64,Volume,"oz"
IT1001180,"Dried Cherries 1lb","1001180","case","4/1lb","lb",64,Each,"oz"
97045,"Dried Cranberry 1lb","97045","case","5/1lb","lb",80,Volume,"oz"
IT10488,"Durum Flour 1lb","10488","case","50/1lb","lb",800,Each,"oz"
IT20821,"Eel Sauce 1lb","20821","case","5/1lb","lb",80,Each,"oz"
20821,"Eel Sauce 1lb","20821","case","5.2/1lb","lb",83.2,Volume,"oz"
UF57049,"Elbow Pasta 10lb","UF57049","case","2/10lb","lb",320,Each,"oz"
10098953,"Eliche, Fusilli, Gluten Free 8.8oz","10098953","case","12/8.8oz","oz",105.6,Volume,"oz"
IT10098953,"Eliche, Fusilli, Gluten Free 8.8oz","10098953","case","12/8.8oz","oz",105.6,Each,"oz"
24895,"Espelette Pepper Powder 8.8oz","24895","each","8.8oz","oz",8.8,Volume,"oz"
IT10231902,"Espelette Pepper Powder 8.8oz","","bottle","8.8oz","oz",8.8,Each,"oz"
IT10371391,"EVOO - Food 1gal","10371391","case","2/1gal","gal",256,Each,"oz"
IT10371391,"EVOO - Food 1gal","VN090406AN","case","5/1gal","gal",640,Each,"oz"
IT10753891,"Evoo - Food 1L","10753891","case","10/1L","L",338.14,Each,"oz"
VN090406AN,"EVOO 1gal","VN090406AN","case","5/1gal","gal",640,Each,"oz"
VN090400N,"EVOO, New World Mission Valley - Food 1gal","VN090400N","case","2/1gal","gal",256,Each,"oz"
VN090400N,"EVOO, New World Mission Valley - Food 1gal","VN090406AN","case","5/1gal","gal",640,Each,"oz"
IT09287,"Farro Grain 1lb","09287","case","12/1lb","lb",192,Each,"oz"
09287,"Farro Grain 1lb","09287","case","12/1lb","lb",192,Volume,"oz"
IT08005,"Fennel Pollen 1oz","108648","case","7/1oz","oz",7,Each,"oz"
IT08005,"Fennel Pollen 1oz","","case","1ea","ea",1,Each,"oz"
08005,"Fennel Pollen 1oz","08005","each","1oz","oz",1,Volume,"oz"
IT06001,"Fennel Seed, Whole 1oz","06001","case","14/1oz","oz",14,Each,"oz"
IT06001,"Fennel Seed, Whole 1oz","SPF100","case","12/1oz","oz",12,Each,"oz"
06001,"Fennel Seed, Whole 1oz","06001","case","14/1oz","oz",14,Volume,"oz"
BC869867,"Fig Vincotto Vinegar 250ml","BC869867","case","6/250mL","mL",50.721,Each,"oz"
VN150465,"Fig, Black Mission Dried 1lb","VN150465","case","5/1lb","lb",80,Each,"oz"
IT103605,"FIsh Sauce 24fl.oz","","each","1each","each",1,Each,"oz"
VN600722,"Five Spice Powder 1oz","VN600722","case","16/1oz","oz",16,Each,"oz"
10941613,"Flatbread 9x6 192g","10941613","each","192g","g",6.7726,Weight,"oz"
IT10941613,"Flatbread 9x6 192g","","bag","192g","g",6.7726,Each,"oz"
BC100115,"Forum Chardonnay Vinegar 16.8fl.oz","BC100115","case","6/16.8oz","oz",100.8,Each,"oz"
IT26708,"Franks Hot Sauce 1gal","26708","case","4/1gal","gal",512,Each,"oz"
GS109F,"Franks Hot Sauce 1gal","GS109F","case","4/1gal","gal",512,Volume,"oz"
920375,"Fregola Sarda 1lb","920375","case","13.2/1lb","lb",211.2,Volume,"oz"
IT920375,"Fregola Sarda 1lb","920375","case","13/1lb","lb",208,Each,"oz"
IT02110,"French Fries 1/4 1lb","02110","case","27/1lb","lb",432,Each,"oz"
IT02110,"French Fries 1/4 1lb","10466","case","36/1lb","lb",576,Each,"oz"
IT02110,"French Fries 1/4 1lb","19724","case","30/1lb","lb",480,Each,"oz"
05032,"French Fries 1/4 1lb","05032","case","27/1lb","lb",432,Volume,"oz"
03720,"French Fries 5/16 1lb","03720","case","30/1lb","lb",480,Volume,"oz"
IT03720,"French Fries 5/16 1lb","03720","case","30/1lb","lb",480,Each,"oz"
IT10463666,"Fruity Pebbles 15oz","10463666","case","12/15oz","oz",180,Each,"oz"
10463666,"Fruity Pebbles 15oz","10463666","case","12/15oz","oz",180,Volume,"oz"
IT01357,"Frying Oil, No Trans Fat 35lb","","bag","35lb","lb",560,Each,"oz"
01357,"Frying Oil, No Trans Fat 35lb","01357","each","35lb","lb",560,Volume,"oz"
10797113N,"Furikake 300g","10797113N","each","300g","g",10.5822,Weight,"oz"
VN159603,"Garam Masala 1lb","","bag","1lb","lb",16,Each,"oz"
IT77118,"Garbanzo Bean, Canned 108oz","","bottle","108oz","oz",108,Each,"oz"
77118,"Garbanzo Bean, Canned 108oz","77118","each","108oz","oz",108,Volume,"oz"
99963,"Garbanzo Bean, Dry 1lb","99963","case","5/1lb","lb",80,Volume,"oz"
IT99963,"Garbanzo Bean, Dry 1lb","99963","case","5/1lb","lb",80,Each,"oz"
GAR01,"Gari Amasu (Pickled Ginger) 1gal","","bottle","1gal","gal",128,Each,"oz"
IT10747765,"Gari Amasu (Pickled Ginger) 1lb","10747765","case","20/1lb","lb",320,Each,"oz"
IT10747765,"Gari Amasu (Pickled Ginger) 1lb","GAR08","case","5/1lb","lb",80,Each,"oz"
GAR08,"Gari Amasu (Pickled Ginger) 1lb","GAR08","case","5/1lb","lb",80,Volume,"oz"
SPG115B,"Garlic Powder 1lb","SPG115B","each","1lb","lb",16,Volume,"oz"
IT24755,"Garlic Powder 1lb","","case","1ea","ea",1,Each,"oz"
IT24755,"Garlic Powder 1lb","SPG115B","case","5/1lb","lb",80,Each,"oz"
IT24755,"Garlic Powder 1lb","","case","1ea","ea",1,Each,"oz"
SPG128,"Ginger Powder 1lb","SPG128","each","1lb","lb",16,Volume,"oz"
IT25020,"Ginger Powder 1lb","","bag","1lb","lb",16,Each,"oz"
IT31480,"GINJO AKAZU 60.9FLOZ 60.9fl.oz","","each","1each","each",1,Each,"oz"
31480,"GINJO AKAZU 60.9FLOZ 60.9fl.oz","31480","each","60.9fl","fl",60.9,Volume,"oz"
19700,"Glucose Syrup 1kg","19700","case","7/1kg","kg",7,Weight,"oz"
IT19700,"Glucose Syrup 1kg","19700","case","7/1kg","kg",7,Each,"oz"
VN170165,"Gluten Free Crackers 4.4oz","VN170165","case","12/4.4oz","oz",52.8,Volume,"oz"
NI470148,"Gluten Free Crackers 4.4oz","NI470148","case","12/4.4oz","oz",52.8,Each,"oz"
14218,"Gluten Free Flour 1lb","14218","case","25/1lb","lb",400,Volume,"oz"
IT14218,"Gluten Free Flour 1lb","14218","case","25/1lb","lb",400,Each,"oz"
IT1095910,"Gochujang GF 1kg","","bag","1kg","kg",1,Each,"oz"
1095910,"Gochujang GF 1kg","1095910","each","1kg","kg",1,Weight,"oz"
IT71336,"Golden Raisin 1lb","71336","case","5/1lb","lb",80,Each,"oz"
71336,"Golden Raisin 1lb","71336","case","5/1lb","lb",80,Volume,"oz"
IT64051,"Goma Mamenorisan (Soy Paper) 1each","64051","case","40/1each","each",40,Each,"oz"
SOY02H,"Goma Mamenorisan (Soy Paper) 40each","SOY02H","each","40each","each",40,Each,"ea"
GS430,"Granulated Sugar - Food 1lb","GS430","case","25/1lb","lb",400,Volume,"oz"
IT00778,"Granulated Sugar - Food 1lb","00778","case","50/1lb","lb",800,Each,"oz"
IT15818,"Grape Seed Oil 1gal","15818","case","4/1gal","gal",512,Each,"oz"
SPCI-GRAPE,"Grapeseed Oil 1gal","SPCI-GRAPE","case","1gal","gal",67.84,Volume,"oz"
BC701701N,"Grapeseed Oil 1L","BC701701N","case","12/1L","L",405.768,Each,"oz"
BC701701N,"Grapeseed Oil 1L","BC701701N","case","3/1L","L",101.442,Each,"oz"
BC701701N	,"Grapeseed Oil 1L","BC701701N	","case","3/1l","l",3,Volume,"oz"
UF53085,"Green Olive, Sliced 1gal","UF53085","each","1gal","gal",128,Volume,"oz"
IT06042,"Ground Cinnamon 1lb","06042","bag","1lb","lb",16,Each,"oz"
IT00193,"Guajillo Chile, Dry 1lb","00193","case","5/1lb","lb",80,Each,"oz"
IT00193,"Guajillo Chile, Dry 1lb","00193","case","5/1lb","lb",80,Each,"oz"
925065,"Gum Powder 450g","925065","each","450g","g",15.8733,Weight,"oz"
IT925065,"Gum Powder 450g","","bag","450g","g",15.8733,Each,"oz"
63015,"hangiri 10/100 each 10each","63015","each","10each","each",10,Each,"ea"
IT63015,"hangiri 10/100 each 10each","","each","1each","each",1,Each,"oz"
91129,"Hangiri Bay Yakinori, Gold 1each","91129","each","1each","each",1,Each,"ea"
IT63023,"Hangiri Bay Yakinori, Gold 1each","","each","1each","each",1,Each,"oz"
IT71531,"Hazelnut, Blanched 5lb","","bag","5lb","lb",80,Each,"oz"
71531,"Hazelnut, Blanched 5lb","71531","each","5lb","lb",80,Volume,"oz"
IT90128,"Heinz Ketchup 108oz","90128","case","6/108oz","oz",648,Each,"oz"
QG59720,"Heinz Ketchup 108oz","QG59720","each","108oz","oz",108,Volume,"oz"
IT30317,"HI-ME, AJINOMOTO 1each","30317","each","1each","each",1,Each,"oz"
GF256,"High Gluten Flour 1lb","GF256","case","3/1lb","lb",48,Volume,"oz"
IT15640,"High Gluten Flour 1lb","15640","case","50/1lb","lb",800,Each,"oz"
IT15640,"High Gluten Flour 1lb","GF256","case","3/1lb","lb",48,Each,"oz"
GS105,"Hoisin Sauce 1lb","GS105","case","5/1lb","lb",80,Each,"oz"
13241,"Hon Dashi Soup Stock 1kg","13241","each","1kg","kg",1,Weight,"oz"
IT13241,"Hon Dashi Soup Stock 1kg","","bag","1kg","kg",1,Each,"oz"
IT00327,"Honey - Food 1lb","00327","case","5/1lb","lb",80,Each,"oz"
IT10937403,"Honeycomb 12oz","","bottle","12oz","oz",12,Each,"oz"
10937403,"Honeycomb 12oz","10937403","each","12oz","oz",12,Volume,"oz"
UF57839,"Italian Seasoning 1lb","UF57839","case","2/1lb","lb",32,Each,"oz"
DRE01,"Japanese Dressing 1each","","each","1each","each",1,Each,"oz"
33552,"KAMOSHIBI RED VINEGAR 61fl.oz","33552","each","61fl","fl",61,Volume,"oz"
KAN01,"Kanzuri 1each","","each","1each","each",1,Each,"oz"
IT30367,"Katsuo Mirin Furikake 1.7oz","","bottle","1.7oz","oz",1.7,Each,"oz"
30367,"Katsuo Mirin Furikake 1.7oz","30367","each","1.7oz","oz",1.7,Volume,"oz"
929211,"Kewpie Mayonnaise 1gal","929211","each","1gal","gal",128,Volume,"oz"
IT11793,"Kewpie Mayonnaise 1gal","11794","case","4/1gal","gal",512,Each,"oz"
GF264,"King Arthur Sir Lancelot Flour 1lb","GF264","case","50/1lb","lb",800,Each,"oz"
GOL01,"Kinpaku 1sheet","GOL01","each","1each","each",1,Each,"oz"
WAS07,"Kizami Wasabi 100g","","bag","100g","g",3.5274,Each,"oz"
YUZ10,"Kizami Yuzu Skin 1g","YUZ10","case","100/1g","g",3.5274,Each,"oz"
12188,"Kombu 1lb","12188","case","5/1lb","lb",80,Volume,"oz"
IT12188,"Kombu 1lb","12188","case","5/1lb","lb",80,Each,"oz"
24737	 ,"Korean Chili Threads, Spice 1oz","24737	 ","case","12/1oz","oz",12,Volume,"oz"
25015,"Kosher Salt 1lb","25015","case","27/1lb","lb",432,Volume,"oz"
IT25015,"Kosher Salt 1lb","25015","case","27/1lb","lb",432,Each,"oz"
GOM40505,"Lemon EVOO 500ml","GOM40505","each","500ml","ml",500,Volume,"oz"
GMO40505,"Lemon EVOO 500ml","GMO40505","case","2/500mL","mL",33.814,Each,"oz"
GMO40505,"Lemon EVOO 500ml","GOM40505","case","6/500mL","mL",101.442,Each,"oz"
GS523,"Liquid Smoke 1gal","","bottle","1gal","gal",128,Each,"oz"
GS173,"Mae ploy- CHILI SAUCE SWEET 25fl.oz","GS173","case","12/25oz","oz",300,Each,"oz"
GS125N,"Maggi Seasoning 27oz","GS125N","each","27oz","oz",27,Volume,"oz"
GS125,"Maggi Seasoning 27oz","","bottle","27oz","oz",27,Each,"oz"
IT49587,"Magu Roll 1each","","each","1each","each",1,Each,"oz"
49587,"Magu Roll 1each","49587","each","1each","each",1,Each,"ea"
15348,"Maldon Sea Salt 1lb","15348","case","3.1/1lb","lb",49.6,Volume,"oz"
IT15348,"Maldon Sea Salt 1lb","15348","case","3/1lb","lb",48,Each,"oz"
22177,"Maple Syrup 1gal","22177","each","1gal","gal",128,Volume,"oz"
IT22177,"Maple Syrup 1gal","","bottle","1gal","gal",128,Each,"oz"
9254871,"Marsala Cooking Wine 1gal","9254871","case","4/1gal","gal",512,Volume,"oz"
IT9254871,"Marsala Cooking Wine 1gal","9254871","case","4/1gal","gal",512,Each,"oz"
IT20112,"Matsuri Koshihikari Rice 40lb","20112","bag","40lb","lb",640,Each,"oz"
VN239045,"Mi Amere Dark Pistoles 58 % 1kg","VN239045","case","5/1kg","kg",5,Each,"oz"
GK115,"Mini Ketchup 1each","GK115","case","60/1each","each",60,Each,"ea"
IT6002992,"Mini Ketchup 1each","6002992","case","60/1each","each",60,Each,"oz"
IT3616,"Mirin 1L","3616","case","18/1L","L",608.652,Each,"oz"
02265,"Miso 1lb","02265","case","2.2/1lb","lb",35.2,Volume,"oz"
IT02265,"Miso 1lb","02265","case","2/1lb","lb",32,Each,"oz"
IT02262,"Miso, Dark Red 1lb","02262","case","2/1lb","lb",32,Each,"oz"
IT30553,"Miyako Ajipon 1gal","","bottle","1gal","gal",128,Each,"oz"
30553,"Miyako Ajipon 1gal","30553","each","1gal","gal",128,Volume,"oz"
INA01,"Miyako Ajitsuke Inari 60each","","each","1each","each",1,Each,"oz"
IT30631,"Miyako Hanakatsuo (Bonito Flakes) 1lb","","bag","1lb","lb",16,Each,"oz"
23697,"Miyako Tempura Batter Mix 1each","23697","each","1each","each",1,Each,"ea"
30436 1 ,"Mizkan Awase Vinegar, No MSG 5.28gal","30436 1 ","each","5.28gal","gal",675.84,Volume,"oz"
IT304361,"Mizkan Awase Vinegar, No MSG 5.28gal","","bottle","5.28gal","gal",675.84,Each,"oz"
13037,"Molasses 1gal","13037","each","1gal","gal",128,Volume,"oz"
IT13037,"Molasses 1gal","GS521","case","4/1gal","gal",512,Each,"oz"
GS552,"Muscovado Sugar 1lb","GS552","case","10/1lb","lb",160,Each,"oz"
06036,"Mustard Seed 25oz","06036","each","25oz","oz",25,Volume,"oz"
IT06036,"Mustard Seed 25oz","","bottle","25oz","oz",25,Each,"oz"
IT06046,"Mustard Seed, Brown 27oz","","bottle","27oz","oz",27,Each,"oz"
06046,"Mustard Seed, Brown 27oz","06046","each","27oz","oz",27,Volume,"oz"
IT22855,"MZKN MUSTARD & SHOYU DRS 32oz","22855","case","6/32oz","oz",192,Each,"oz"
22855,"MZKN MUSTARD & SHOYU DRS 32oz","22855","case","6/32oz","oz",192,Volume,"oz"
RICE03,"Niigata Koshihikari Rice 1each","RICE03","each","1each","each",1,Each,"oz"
1121609,"Noni Fruit Seed Oil 35lb","1121609","each","35lb","lb",560,Volume,"oz"
IT1121609,"Noni Fruit Seed Oil 35lb","","bag","35lb","lb",560,Each,"oz"
IT64395,"Nori, Gold 1each","64395","each","1each","each",1,Each,"oz"
NOR12,"Nori, Premium, Half 1pack","","each","1each","each",1,Each,"oz"
IT10503824,"Oil Spray 1case","10503824","case","6/1each","each",6,Each,"oz"
IT12393,"Oldbay 1lb","QG52009","bag","1lb","lb",16,Each,"oz"
SPO110,"Onion Minced, Spice 1lb","","bag","1lb","lb",16,Each,"oz"
IT24757,"Onion Powder - Food 1oz","24757","case","16/1oz","oz",16,Each,"oz"
916825,"Onion Powder 1lb","916825","case","5/1lb","lb",80,Volume,"oz"
IT10658471,"Onion Rings - Food 1lb","10658471","case","9/1lb","lb",144,Each,"oz"
