SKU,Item Name,Vendor Code,Purchase UOM,Pack Size,Inventory UOM,Conversion Factor,Measure Type,Recipe UOM
0032040-01,"Rose Pork Sausage Links 1lb","0032040-01","each","1lb","lb",16,Volume,"oz"
IT003204001,"Rose Pork Sausage Links 1lb","","bag","1lb","lb",16,Each,"oz"
IT10843175BC,"Salame di Manzo 1lb","","bag","1lb","lb",16,Each,"oz"
10843175BC,"Salame di Manzo 1lb","10843175BC","each","1lb","lb",16,Volume,"oz"
IT933301,"Salame, Chorizo Pamplona 1lb","933301","bag","1lb","lb",16,Each,"oz"
IT001709901,"Shortrib, Boneless 1lb","0017099-01","bag","1lb","lb",16,Each,"oz"
VIN050810,"Sopressata 1lb","","bag","1lb","lb",16,Each,"oz"
MTGENSTEAKS,"Steak Striploin Hokkaido JW Japanese Wagyu","","each","1each","each",1,Each,"unit"
MTSYSSYSCOC,"Sysco Classic RIB Beef Char B&C","","each","1each","each",1,Each,"unit"
MTSYSSYSCOC,"Sysco Classic RIB Beef Char B&C","","case","1ea","ea",1,Each,"unit"
IT001733901,"Tail Flap 1lb","","bag","1lb","lb",16,Each,"oz"
0017339-01 ,"Tail Flap 1lb","0017339-01 ","each","1lb","lb",16,Volume,"oz"
0040482-01,"Tomahawk, Creekstone 1lb","0040482-01","each","1lb","lb",16,Volume,"oz"
IT004048201,"Tomahawk, Creekstone 1lb","","bag","1lb","lb",16,Each,"oz"
0040382-01,"Tri Tip 1lb","0040382-01","each","1lb","lb",16,Volume,"oz"
IT004038201,"Tri Tip 1lb","","bag","1lb","lb",16,Each,"oz"
0075470-01,"Turkey Maple Sausage 1lb","0075470-01","each","1lb","lb",16,Volume,"oz"
IT007547001,"Turkey Maple Sausage 1lb","","bag","1lb","lb",16,Each,"oz"
IT003111701,"Turkey, Breast 1lb","","bag","1lb","lb",16,Each,"oz"
0031117-01,"Turkey, Breast 1lb","0031117-01","each","1lb","lb",16,Volume,"oz"
MTALLUSDABE,"Usda Beef Tenderloin Psmo 4 PC 28#","","bag","28lb","lb",28,Each,"unit"
MTALLUSDABE,"Usda Beef Tenderloin Psmo 4 PC 28#","","case","1ea","ea",1,Each,"unit"
MTTEXUSDABE,"Usda Beef Tenderloin Psmo 4 PC 28#","","bag","28lb","lb",28,Each,"unit"
MTTEXUSDABE,"Usda Beef Tenderloin Psmo 4 PC 28#","","case","1ea","ea",1,Each,"unit"
0035050-01,"Veal Knuckle Bone 1lb","0035050-01","each","1lb","lb",16,Volume,"oz"
IT003505001,"Veal Knuckle Bone 1lb","","bag","1lb","lb",16,Each,"oz"
IT003500901,"Veal Shank Bone 1lb","0035009-01","bag","1lb","lb",16,Each,"oz"
MTTEXWAGYUB,"Wagyu 4/5 Beef Striploin 3 PC 42# CS Westholme","","bag","42lb","lb",42,Each,"unit"
MTTEXWAGYUB,"Wagyu 4/5 Beef Striploin 3 PC 42# CS Westholme","","case","1ea","ea",1,Each,"unit"
MTALLWAGYUB,"Wagyu 4/5 Beef Striploin 3 PC 42# CS Westholme","","bag","42lb","lb",42,Each,"unit"
MTALLWAGYUB,"Wagyu 4/5 Beef Striploin 3 PC 42# CS Westholme","","case","1ea","ea",1,Each,"unit"
6018001-10,"Wagyu Striploin 1lb","6018001-10","each","1lb","lb",16,Volume,"oz"
IT601800110,"Wagyu Striploin 1lb","","bag","1lb","lb",16,Each,"oz"
MTFARBEEFSI,"WX - Beef, Sirloin Flap, 421000","","each","1each","each",1,Each,"unit"
MTFARBEEFSI,"WX - Beef, Sirloin Flap, 421000","","case","1ea","ea",1,Each,"unit"
NAGENACQUAP,"Acqua Panna - Bev 1L","","case","12/1L","L",405.768,Each,"oz"
NAGENACQUAP,"Acqua Panna - Bev 1L","55266","bottle","1L","L",33.814,Each,"oz"
IT55266,"Acqua Panna 1L","55266","case","12/1L","L",405.768,Each,"oz"
IT1296953,"Acqua Panna 250ml","1296953","case","24/250mL","mL",202.884,Each,"oz"
IT960842,"Acqua Panna 330ml","960842","case","24/330mL","mL",267.8069,Each,"oz"
IT519312,"Acqua Panna 750ml","519312","case","12/750mL","mL",304.326,Each,"oz"
IT519312,"Acqua Panna 750ml","","case","1ea","ea",1,Each,"oz"
NAGENACQUAP01,"Acqua Panna Water 1 Lt 1LT","","case","1ea","ea",1,Each,"unit"
NAGENACQUAP01,"Acqua Panna Water 1 Lt 1LT","414185","bottle","1L","L",1,Each,"unit"
IT1744,"Apple Cider Juice 1gal","1744","bottle","1gal","gal",128,Each,"oz"
NAGENAPPLEJ,"Apple Juice 3L","","bottle","3L","L",101.442,Each,"oz"
PTAE50,"Apricot Escape - Pyramid Teabags 1each","PT-AE50","case","50/1each","each",50,Each,"oz"
SPRSPANNA,"Aqua Panna 750ml","SPRSPANNA","case","12/750mL","mL",304.326,Each,"oz"
NAGENAQUAPA,"Aqua Panna Still Water 300ml 330ml","","case","24/330mL","mL",267.8069,Each,"oz"
IT1096266,"Badger Bevs Club Soda 250ml","1096266","case","24/250mL","mL",202.884,Each,"oz"
IT1106047,"Badger Bevs Ginger Ale 250ml","1106047","case","24/250mL","mL",202.884,Each,"oz"
IT1096402,"Badger Bevs Tonic Water 250ml","1096402","case","24/250mL","mL",202.884,Each,"oz"
IT19342,"Blue Bottle Cold Brew 8fl.oz","19342","case","12/8oz","oz",96,Each,"oz"
MTF3366,"Canada Dry Ginger Ale 12fl.oz","MTF3366","case","24/12oz","oz",288,Each,"oz"
IT3198413,"Club Soda 10fl.oz","3198413","case","24/10oz","oz",240,Each,"oz"
IT6924690,"Coconut Water 16.9fl.oz","6924690","case","12/16.9oz","oz",202.8,Each,"oz"
NASPECOKEBE,"Coke - Bev 8fl.oz","","case","24/8oz","oz",192,Each,"oz"
NASPECOKEBE,"Coke - Bev 8fl.oz","","case","1ea","ea",1,Each,"oz"
NAGENCOKE12,"Coke 12fl.oz","","case","24/12oz","oz",288,Each,"oz"
NAGENCOKEZE,"Coke Zero 8fl.oz","","case","24/8oz","oz",192,Each,"oz"
IT1091988,"Cold Brew, Arabic 11fl.oz","1091988","case","12/11oz","oz",132,Each,"oz"
IT931659,"Cranberry Juice 16fl.oz","931659","case","12/16oz","oz",192,Each,"oz"
IT930874,"Cranberry Juice 32fl.oz","930874","case","12/32oz","oz",384,Each,"oz"
IT3050689,"Cranberry Juice 60fl.oz","3050689","case","8/60oz","oz",480,Each,"oz"
IT3050689,"Cranberry Juice 60fl.oz","3050689","case","6/60oz","oz",360,Each,"oz"
NAGENDIETCO,"Diet Coke - Bev 8fl.oz","","case","24/8oz","oz",192,Each,"oz"
NAGENDIETCO,"Diet Coke - Bev 8fl.oz","SPJET-8998","case","48/8oz","oz",384,Each,"oz"
NAGENDIETCO,"Diet Coke - Bev 8fl.oz","","case","35/8oz","oz",280,Each,"oz"
NAGENDIETCO01,"Diet Coke 12fl.oz","SPJTDCOKE","case","35/12oz","oz",420,Each,"oz"
IT2693007,"Diet Coke 7.5oz 7.5fl.oz","2693007","case","24/7.5oz","oz",180,Each,"oz"
NAGENEARLGR,"Earl Grey - Pyramid Teabags 1each","","case","50/1each","each",50,Each,"oz"
PTEC50,"Egyptian Chamomile - Pyramid Teabags 1each","PT-EC50","case","50/1each","each",50,Each,"oz"
IT131813,"Employee Water - Bev 1each","131813","case","48/1each","each",48,Each,"oz"
PTEB50,"English Breakfast - Pyramid Teabags 1each","PT-EB50","case","50/1each","each",50,Each,"oz"
IT9907,"Fever Tree, Grapefruit 200ml","9907","case","24/200mL","mL",162.3072,Each,"oz"
IT593848,"Filthy Bloody Mary Mix 8fl.oz","593848","case","12/8oz","oz",96,Each,"oz"
IT8434219,"Ginger Ale, Glass 10fl.oz","8434219","case","24/10oz","oz",240,Each,"oz"
IT4198412,"Ginger Ale, Schweppes 10fl.oz","4198412","case","24/10oz","oz",240,Each,"oz"
NAGENGINGER,"Ginger Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
NAGENGINGER01,"Ginger Juice Cold Pressed 3L","","bottle","3L","L",101.442,Each,"oz"
NAGENGRAPEF,"Grapefruit Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
NAGENGRAPEF01,"Grapefruit Juice Fresh / Perico 6/0.5 GL","","bottle","750mL","mL",750,Each,"unit"
NAGENGRAPEF01,"Grapefruit Juice Fresh / Perico 6/0.5 GL","","case","1ea","ea",1,Each,"unit"
NAGENGREENA,"Green Apple Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
PTGPO50,"Green Pomegranate - Pyramid Teabags 1each","PT-GPO50","case","50/1each","each",50,Each,"oz"
IT7596,"Half & Half 0.5gal","7596","bottle","0.5gal","gal",64,Each,"oz"
NAGENHAPLEM,"Hap 3L Lemon Fresh Juice 3LT","168670","bottle","3L","L",3,Each,"unit"
NAGENHAPLEM,"Hap 3L Lemon Fresh Juice 3LT","166670","bottle","3L","L",3,Each,"unit"
NAGENHAPLEM,"Hap 3L Lemon Fresh Juice 3LT","","case","1ea","ea",1,Each,"unit"
NAGENHAPLIM,"Hap 3L Lime Fresh Juice 3LT","168671","bottle","3L","L",3,Each,"unit"
NAGENHAPLIM,"Hap 3L Lime Fresh Juice 3LT","","case","1ea","ea",1,Each,"unit"
PTJR50,"Jasmine Reserve - Pyramid Teabags 1each","PT-JR50","case","50/1each","each",50,Each,"oz"
NAGENJOLENE,"Jolene Cold Brew 1each","","case","24/1each","each",24,Each,"oz"
JOLENEOATMILKLATT24,"Jolene Oat Milk Latte 1each","jolene-oat-milk-latte 24","case","24/1each","each",24,Each,"oz"
IT5904191,"Lavazza Ground Coffee, 100% Arabica 8oz","5904191","case","12/8oz","oz",96,Each,"oz"
NAGENLEMONJ01,"Lemon Juice Fresh / Perricone 6/0.5 GL","","bottle","750mL","mL",750,Each,"unit"
NAGENLEMONJ01,"Lemon Juice Fresh / Perricone 6/0.5 GL","","case","1ea","ea",1,Each,"unit"
NAGENLEMONJ,"Lemon Juice Fresh / Perricone 6/0.5 GL","","bottle","750mL","mL",750,Each,"unit"
NAGENLEMONJ,"Lemon Juice Fresh / Perricone 6/0.5 GL","","case","1ea","ea",1,Each,"unit"
IT2395309,"Lemon Juices 100% NFC 32oz","2395309","case","6/32oz","oz",192,Each,"oz"
IT5251335,"Lemonade - Bev 1gal","5251335","case","4/1gal","gal",512,Each,"oz"
NAGENLIMEJU,"Lime Juice Fresh / Perricone 6/0.5 GL","","bottle","750mL","mL",750,Each,"unit"
NAGENLIMEJU,"Lime Juice Fresh / Perricone 6/0.5 GL","","case","1ea","ea",1,Each,"unit"
IT34024,"Lipton Tea 100each","34024","bottle","100each","each",100,Each,"oz"
IT9672161,"Lyre's Coffee Originale (NA) 700ml","9672161","case","6/700mL","mL",142.0188,Each,"oz"
IT9672161,"Lyre's Coffee Originale (NA) 700ml","","case","1ea","ea",1,Each,"oz"
NAGENLYRESP,"Lyre's Pink London Spirit 700ML","","case","1ea","ea",1,Each,"unit"
NAGENLYRESP,"Lyre's Pink London Spirit 700ML","161309","bottle","700mL","mL",700,Each,"unit"
NAGENLYRESP,"Lyre's Pink London Spirit 700ML","161300","bottle","700mL","mL",700,Each,"unit"
IT9672293,"Lyres Agave Blanco 700ml","9672293","case","6/700mL","mL",142.0188,Each,"oz"
IT9672293,"Lyres Agave Blanco 700ml","","case","1ea","ea",1,Each,"oz"
IT9672140,"Lyres Dry London NA Spirit 700ml","9672140","case","6/700mL","mL",142.0188,Each,"oz"
IT9672254,"Lyres Italian Orange 700ml","9672254","case","6/700mL","mL",142.0188,Each,"oz"
NAGENMEXICA,"Mexican Coke 12fl.oz","","case","24/12oz","oz",288,Each,"oz"
SPRSSPRITE,"Mexican Sprite 12fl.oz","SPRSSPRITE","case","24/12oz","oz",288,Each,"oz"
GJ030M,"Mini Honey Jars 1each","GJ030M","case","60/1each","each",60,Each,"oz"
IT10754931,"Oat Milk 1L","10754931","case","6/1L","L",202.884,Each,"oz"
IT27022,"Oat Milk 32fl.oz","27022","case","12/32oz","oz",384,Each,"oz"
IT5429303,"Orange Juice 10fl.oz","5429303","case","24/10oz","oz",240,Each,"oz"
IT10143200,"Orange Juice Concentrate, Frozen 32oz","10143200","case","12/32oz","oz",384,Each,"oz"
NAGENORANGE,"Orange Juice Fresh / Perricone 4/1 GAL EA","","case","4/1gal","gal",4,Each,"unit"
NAGENORANGE,"Orange Juice Fresh / Perricone 4/1 GAL EA","","case","1ea","ea",1,Each,"unit"
PTFLG50,"Organic French Lemon Ginger - Pyramid Teabags 1each","PT-FLG50","case","50/1each","each",50,Each,"oz"
NAGENPACIFI,"Pacific Coast Mint - Pyramid Teabags 1each","","case","50/1each","each",50,Each,"oz"
NAGENPINEAP,"Pineapple Juice 0.5gal","","bottle","0.5gal","gal",64,Each,"oz"
IT7466014,"Pineapple Juice 32fl.oz","21442","case","6/32oz","oz",192,Each,"oz"
IT7466014,"Pineapple Juice 32fl.oz","7466014","case","12/32oz","oz",384,Each,"oz"
NAGENPINEAP01,"Pineapple Syrup 1gal","","case","1gal","gal",64,Each,"oz"
IT8403,"Pomegranate Juice 24oz","8403","bottle","24oz","oz",24,Each,"oz"
IT8403,"Pomegranate Juice 24oz","8403","case","6/24oz","oz",144,Each,"oz"
IT9245305,"Q Mixers Club Soda 6.7fl.oz","9245305","case","24/6.7oz","oz",160.8,Each,"oz"
IT9250747,"Q Mixers, Ginger Ale 6.76fl.oz","9250747","case","24/6.76oz","oz",162.24,Each,"oz"
IT9250748,"Q Mixers, Ginger Beer 6.76fl.oz","9250748","case","24/6.76oz","oz",162.24,Each,"oz"
IT9217300,"Q Mixers, Tonic Water 6.76fl.oz","9217300","case","24/6.76oz","oz",162.24,Each,"oz"
NAGENQUICKI,"Quickie Juice 3L","","bottle","3L","L",101.442,Each,"oz"
IT1795715,"Red Bull 8.4fl.oz","1795715","case","24/8.4oz","oz",201.6,Each,"oz"
NAGENREDBUL01,"Red Bull Blue 4. 8OZ","","bottle","8oz","oz",8,Each,"unit"
IT928517,"Red Bull Coconut 8.4fl.oz","928517","case","24/8.4oz","oz",201.6,Each,"oz"
NAGENREDBUL,"Red Bull Red Watermelo 4OZ","","case","1ea","ea",1,Each,"unit"
NAGENREDBUL,"Red Bull Red Watermelo 4OZ","136234","bottle","4oz","oz",4,Each,"unit"
IT1795673,"Red Bull Sugar Free 1each","","case","1ea","ea",1,Each,"oz"
IT1795673,"Red Bull Sugar Free 1each","409166","case","6/1each","each",6,Each,"oz"
IT1795673,"Red Bull Sugar Free 1each","1795673","case","24/1each","each",24,Each,"oz"
IT9449119,"Red Bull Watermelon 8.4fl.oz","9449119","case","24/8.4oz","oz",201.6,Each,"oz"
IT928515,"Red Bull Yellow Edition 8.4fl.oz","928515","case","24/8.4oz","oz",201.6,Each,"oz"
PTRB50,"Rose Black - Pyramid Teabags 1each","PT-RB50","case","50/1each","each",50,Each,"oz"
NASPESANPEL,"San Pellegrino 1L","","case","1ea","ea",1,Each,"oz"
NASPESANPEL,"San Pellegrino 1L","","case","12/1L","L",405.768,Each,"oz"
IT1184928,"San Pellegrino 250ml","1184928","case","3/250mL","mL",25.3605,Each,"oz"
IT1184928,"San Pellegrino 250ml","1184928","case","24/250mL","mL",202.884,Each,"oz"
IT139686,"San Pellegrino 750ml","139686","case","15/750mL","mL",380.4075,Each,"oz"
NAGENSANPEL,"San Pellegrino Water 1 Lt 1LT","","bottle","1L","L",1,Each,"unit"
NAGENSANPEL,"San Pellegrino Water 1 Lt 1LT","","case","1ea","ea",1,Each,"unit"
NAGENSANPEL01,"San Pellegrino Water 1 Lt 6 1LT","","case","1ea","ea",1,Each,"unit"
NAGENSANPEL01,"San Pellegrino Water 1 Lt 6 1LT","","bottle","1L","L",1,Each,"unit"
IT122720,"San Pellegrinos 500ml","122720","case","24/500mL","mL",405.768,Each,"oz"
NAGENSEEDLI,"Seedlip Garden #108 Distil 700ML","","bottle","700mL","mL",700,Each,"unit"
NAGENSEEDLI,"Seedlip Garden #108 Distil 700ML","","case","1ea","ea",1,Each,"unit"
PTSG50,"Sencha Green - Pyramid Teabags 1each","PT-SG50","case","50/1each","each",50,Each,"oz"
NAGENSPRITE,"Sprite 12fl.oz","","case","24/12oz","oz",288,Each,"oz"
NAGENSPRITE01,"Sprite 8fl.oz","","case","24/8oz","oz",192,Each,"oz"
IT8873695,"Sprite, Can 7.5fl.oz","8873695","case","24/7.5oz","oz",180,Each,"oz"
SPJT04009,"Stevia 1,200each 1200each","SPJT04009","bottle","1200each","each",1200,Each,"oz"
IT14882,"Sugar In The Raw - Bev 400each","14882","bottle","400each","each",400,Each,"oz"
NAGENTEXASC02,"Texas Crystal Water Prem Pure 24/16.9 OZ","","case","24/16.9oz","oz",405.6,Each,"unit"
NAGENTEXASC02,"Texas Crystal Water Prem Pure 24/16.9 OZ","","case","1ea","ea",1,Each,"unit"
NAGENTEXASC01,"Texas Crystal Water Prem Pure 24/16.9 OZ CS Pi#: 4","","case","1ea","ea",1,Each,"unit"
NAGENTEXASC01,"Texas Crystal Water Prem Pure 24/16.9 OZ CS Pi#: 4","","case","24/16.9oz","oz",405.6,Each,"unit"
NAGENTEXASC,"Texas Crystal Water Prem Pure 24/16.9 OZ CS Pi#: 5","","case","24/16.9oz","oz",405.6,Each,"unit"
NAGENTEXASC,"Texas Crystal Water Prem Pure 24/16.9 OZ CS Pi#: 5","","case","1ea","ea",1,Each,"unit"
IT76678,"Tonic Water 10fl.oz","76678","case","24/10oz","oz",240,Each,"oz"
DS104,"Tonic Water BIB 2.5gal","DS104","bottle","2.5gal","gal",320,Each,"oz"
IT10444781,"Topo Chico 12fl.oz","10444781","case","24/12oz","oz",288,Each,"oz"
IT10444772,"Topo Chico 25.4oz","10444772","case","12/25.4oz","oz",304.8,Each,"oz"
IT10513504,"Unsweetened Almond Milk 32oz","10513504","case","6/32oz","oz",192,Each,"oz"
IT18905,"Verve Coffee 1(LB) 1lb","18905","case","5/1lb","lb",80,Each,"oz"
COVIBO1,"Vittoria Coffee, Oro Bean 1each","COVIBO1","bottle","1each","each",1,Each,"oz"
COVIDB5004,"Vittoria Decaf Beans 1g","COVIDB500-4","case","500/1g","g",17.637,Each,"oz"
COVIBD1,"Vittoria Decaf Ground 1each","COVIBD1","bottle","1each","each",1,Each,"oz"
NAGENWATERP01,"Water AG DE Pdra Sparkling 24/12 OZ","","case","1ea","ea",1,Each,"unit"
NAGENWATERP01,"Water AG DE Pdra Sparkling 24/12 OZ","","case","24/12oz","oz",288,Each,"unit"
NAGENWATERP,"Water AG DE Pdra Sparkling12/22 OZ","","bottle","22oz","oz",22,Each,"unit"
NAGENWATERP,"Water AG DE Pdra Sparkling12/22 OZ","","case","1ea","ea",1,Each,"unit"
PTWCC50,"White Coconut Creme - Pyramid Teabags 1each","PT-WCC50","case","50/1each","each",50,Each,"oz"
LIDFLAT16OZ,"Flat Lid 16oz","","bottle","16oz","oz",16,Each,"ea"
STRAWPAPER8IN,"Paper Straw 8in","","bottle","750mL","mL",750,Each,"ea"
CUPPET16OZ,"PET Cup 16oz","","bottle","16oz","oz",16,Each,"ea"
BOXPIZZA12IN,"Pizza Box 12in SBS","","bottle","750mL","mL",750,Each,"ea"
ITGENAPPLES,"Apples Honey Crisp Wash 88 CT LB","","case","88/1each","each",88,Each,"unit"
ITGENAPPLES,"Apples Honey Crisp Wash 88 CT LB","","case","1ea","ea",1,Each,"unit"
ITGENCAPUTO01,"Caputo 00 Pizza Flour Blue 1/25 KG","","case","25kg","kg",25,Each,"unit"
ITGENCAPUTO01,"Caputo 00 Pizza Flour Blue 1/25 KG","","case","1ea","ea",1,Each,"unit"
ITGENCAPUTO,"Caputo Chef's Flour Attimo 10/1 Kg","","case","10/1kg","kg",10,Each,"unit"
ITGENCAPUTO,"Caputo Chef's Flour Attimo 10/1 Kg","","case","1ea","ea",1,Each,"unit"
ITGEN203300,"CS 203300 Chips & Blend Sugar Enclosure & IN 127.1","","each","1each","each",1,Each,"unit"
ITGEN203300,"CS 203300 Chips & Blend Sugar Enclosure & IN 127.1","","case","1ea","ea",1,Each,"unit"
ITGEN510401,"CS 51040-145395 Rails Inner Negro 01x46 9.15x15 Mai Jamaican Oil","","each","1each","each",1,Each,"unit"
ITGEN510401,"CS 51040-145395 Rails Inner Negro 01x46 9.15x15 Mai Jamaican Oil","","case","1ea","ea",1,Each,"unit"
ITGENFLOURC,"Flour Caputo Semolina 10/1 KG","","case","10/1kg","kg",10,Each,"unit"
ITGENFLOURC,"Flour Caputo Semolina 10/1 KG","","case","1ea","ea",1,Each,"unit"
ITGENHONEYS01,"Honey Sabine Creek Texas 1 Gal Ea","","bottle","1gal","gal",1,Each,"unit"
ITGENHONEYS,"Honey Sabine Creek Texas 1 Gal Ea","","bottle","1gal","gal",1,Each,"unit"
ITGENHONEYS,"Honey Sabine Creek Texas 1 Gal Ea","","case","1ea","ea",1,Each,"unit"
ITGENHONEYW,"Honey, Wildflower (1gal)","","bottle","1gal","gal",1,Each,"unit"
ITGENHONEYW,"Honey, Wildflower (1gal)","","case","1ea","ea",1,Each,"unit"
ITGENHORSER01,"Horseradish Sauce 4/1 GAL","","case","4/1gal","gal",4,Each,"unit"
ITGENHORSER01,"Horseradish Sauce 4/1 GAL","","case","1ea","ea",1,Each,"unit"
ITGENHORSER,"Horseradish Sauce 4/1 GAL","","case","4/1gal","gal",4,Each,"unit"
ITGENHORSER,"Horseradish Sauce 4/1 GAL","","case","1ea","ea",1,Each,"unit"
ITGENKASIRG,"Kasir Galahad AP Flour 50 LB BAG","","bag","50lb","lb",50,Each,"unit"
ITGENKASIRG,"Kasir Galahad AP Flour 50 LB BAG","","case","1ea","ea",1,Each,"unit"
ITGENLIGHTB,"Light Brown Sugar 24/1 Lb Box","","case","24/1lb","lb",24,Each,"unit"
ITGENLIGHTB,"Light Brown Sugar 24/1 Lb Box","","case","1ea","ea",1,Each,"unit"
ITGENLIGHTB01,"Light Brown Sugar 24/1 Lb Box","","case","1ea","ea",1,Each,"unit"
ITGENLIGHTB01,"Light Brown Sugar 24/1 Lb Box","","case","24/1lb","lb",24,Each,"unit"
ITGENLIGHTB02,"Light Brown Sugar 24/1 LB BOX","","case","24/1lb","lb",24,Each,"unit"
ITGENLIGHTB02,"Light Brown Sugar 24/1 LB BOX","","case","1ea","ea",1,Each,"unit"
ITGENLOGHON,"LOG Honey Gallon","","each","1each","each",1,Each,"unit"
ITGENLOGHON,"LOG Honey Gallon","","case","1ea","ea",1,Each,"unit"
ITGENOMEDPE,"O-med Pedro Ximénez PX Vinegar 2L ()","","bottle","2L","L",2,Each,"unit"
ITGENOMEDPE,"O-med Pedro Ximénez PX Vinegar 2L ()","","case","1ea","ea",1,Each,"unit"
ITGENOILBLE,"Oil Blend 25% Evoo 75% Canola 6/1 Gal","","case","1ea","ea",1,Each,"unit"
ITGENOILBLE,"Oil Blend 25% Evoo 75% Canola 6/1 Gal","60037","case","6/1gal","gal",6,Each,"unit"
ITGENOILCAN,"OIL Canola Pure 1/35 LB TUB","","case","35lb","lb",35,Each,"unit"
ITGENOILCAN,"OIL Canola Pure 1/35 LB TUB","","case","1ea","ea",1,Each,"unit"
ITGENOILCAN01,"OIL Canola Pure 1/35 LB TUB","","case","35lb","lb",35,Each,"unit"
ITGENOILCAN01,"OIL Canola Pure 1/35 LB TUB","","case","1ea","ea",1,Each,"unit"
ITGENOILCAN02,"OIL Canola Pure 1/35 LB TUB","","case","35lb","lb",35,Each,"unit"
ITGENOILCAN02,"OIL Canola Pure 1/35 LB TUB","","case","1ea","ea",1,Each,"unit"
ITGENPICKLI,"Pickling Spice JAR 4# EA","","bag","4lb","lb",4,Each,"unit"
ITGENPICKLI,"Pickling Spice JAR 4# EA","","case","1ea","ea",1,Each,"unit"
ITGENPREANC,"PRE Anchovies IN Olive OIL 1/28 OZ PC Plu: 21","","case","28oz","oz",28,Each,"unit"
ITGENPREANC,"PRE Anchovies IN Olive OIL 1/28 OZ PC Plu: 21","","case","1ea","ea",1,Each,"unit"
ITGENPRSANC01,"PRS Anchovies In Olive Oil 1/28 Oz PC","","case","28oz","oz",28,Each,"unit"
ITGENPRSANC,"PRS Anchovies IN Olive OIL 1/28 OZ PC","","case","28oz","oz",28,Each,"unit"
ITGENPRSANC,"PRS Anchovies IN Olive OIL 1/28 OZ PC","","case","1ea","ea",1,Each,"unit"
ITGENREGALI,"Regalis Black Truffle Sauce "paste" 500G , $/ea - 1CS Truffle Paste","","bag","500g","g",500,Each,"unit"
ITGENREGALI,"Regalis Black Truffle Sauce "paste" 500G , $/ea - 1CS Truffle Paste","","case","1ea","ea",1,Each,"unit"
ITGENRICEBR,"Rice Bran OIL GMO Free 35 LB 1/35 LB TUB CS Pit#: 2","","case","35lb","lb",35,Each,"unit"
ITGENRICEBR,"Rice Bran OIL GMO Free 35 LB 1/35 LB TUB CS Pit#: 2","","case","1ea","ea",1,Each,"unit"
ITGENSALTSE,"Salt Sea Flakes 1/3 LB","","case","3lb","lb",3,Each,"unit"
ITGENSALTSE,"Salt Sea Flakes 1/3 LB","","case","1ea","ea",1,Each,"unit"
ITGENSIRGAL,"Sir Galahad AP Flour 1/50 Lb Bag","","case","50lb","lb",50,Each,"unit"
ITGENSIRGAL,"Sir Galahad AP Flour 1/50 Lb Bag","","case","1ea","ea",1,Each,"unit"
ITGENSOYSAU01,"SOY Sauce | Kikkoman 6/64oz EA","","case","6/64oz","oz",384,Each,"unit"
ITGENSOYSAU01,"SOY Sauce | Kikkoman 6/64oz EA","","case","1ea","ea",1,Each,"unit"
ITGENSOYSAU04,"SOY Sauce | Kikkoman 6/64oz EA","","case","6/64oz","oz",384,Each,"unit"
ITGENSOYSAU,"SOY Sauce | Tamari 6/.5gl EA Substitution","","each","1each","each",1,Each,"unit"
ITGENSOYSAU,"SOY Sauce | Tamari 6/.5gl EA Substitution","","case","1ea","ea",1,Each,"unit"
ITGENSOYSAU05,"Soy Sauce Dark PRB 12/1.8 Lit","","each","1each","each",1,Each,"unit"
ITGENSOYSAU05,"Soy Sauce Dark PRB 12/1.8 Lit","","case","1ea","ea",1,Each,"unit"
ITGENSOYSAU02,"SOY Sauce Tamari 6/.5gl EA","","each","1each","each",1,Each,"unit"
ITGENSPCKOS,"SPC Kosher Salt 12/3 LB","","case","12/3lb","lb",36,Each,"unit"
ITGENSPCKOS,"SPC Kosher Salt 12/3 LB","","case","1ea","ea",1,Each,"unit"
ITGENSPCKOS01,"SPC Kosher Salt 12/3 LB","","case","12/3lb","lb",36,Each,"unit"
ITGENSPCKOS01,"SPC Kosher Salt 12/3 LB","","case","1ea","ea",1,Each,"unit"
ITGENSPCSEA01,"SPC SEA Salt Coarse SEL Gris 1/22 LB PC Pi#: 5","","case","22lb","lb",22,Each,"unit"
ITGENSPCSEA01,"SPC SEA Salt Coarse SEL Gris 1/22 LB PC Pi#: 5","","case","1ea","ea",1,Each,"unit"
ITGENSPCSEA,"SPC SEA Salt Flakes 1/3.1 LB PC Pi#: 5","","case","1ea","ea",1,Each,"unit"
ITGENSPCSEA,"SPC SEA Salt Flakes 1/3.1 LB PC Pi#: 5","","case","3.1lb","lb",3.1,Each,"unit"
ITGENSUEHIR,"Suehiro - Usukuchi SOY Sauce 1 Liter ()","","each","1each","each",1,Each,"unit"
ITGENSUEHIR,"Suehiro - Usukuchi SOY Sauce 1 Liter ()","","case","1ea","ea",1,Each,"unit"
ITGENSUGAR101,"Sugar 10X Confectioners 24/1 LB","","case","24/1lb","lb",24,Each,"unit"
ITGENSUGAR101,"Sugar 10X Confectioners 24/1 LB","","case","1ea","ea",1,Each,"unit"
ITGENSUGAR102,"Sugar 10X Confectioners 24/1 LB","","case","24/1lb","lb",24,Each,"unit"
ITGENSUGAR102,"Sugar 10X Confectioners 24/1 LB","","case","1ea","ea",1,Each,"unit"
